Drug1	Drug1_id	RELATION	PROVENANCE	Drug2	Drug2_id
Fatty Acids	C0015684	MENTIONED_IN	["34052752_fullText_2"]		34052752
Fatty Acids	C0015684	MENTIONED_IN	["15274622_fullText_1"]		15274622
Fatty Acids	C0015684	MENTIONED_IN	["19639238_fullText_1"]		19639238
Fatty Acids	C0015684	MENTIONED_IN	["25417060_fullText_2"]		25417060
Fatty Acids	C0015684	MENTIONED_IN	["2899130_fullText_8"]		2899130
Fatty Acids	C0015684	STIMULATES	["11243724_fullText_3"]	Fatty Acid Desaturases	C0015680
Fatty Acids	C0015684	STIMULATES	["36379307_fullText_3"]	Acetaminophen	C0000970
Fatty Acids	C0015684	STIMULATES	["36379307_fullText_3"]	N-acetyl-4-benzoquinoneimine	C0067634
Fatty Acids	C0015684	STIMULATES	["34192547_fullText_7"]	PPARA gene	C1418776
Fatty Acids	C0015684	DISRUPTS	["34029162_fullText_6"]	Liver diseases	C0023895
Fatty Acids	C0015684	compared_with	["8441343_fullText_3"]	Atom (substance)	C0567415
Fatty Acids	C0015684	higher_than	["8441343_fullText_3"]	Atom (substance)	C0567415
Cysteamine	C0010648	MENTIONED_IN	["39105911_fullText_7"]		39105911
Cysteamine	C0010648	MENTIONED_IN	["32013919_fullText_6","32013919_fullText_31","32013919_fullText_73","32013919_abstract_6"]		32013919
Cysteamine	C0010648	MENTIONED_IN	["33139125_fullText_3","33139125_fullText_4","33139125_fullText_8"]		33139125
Cysteamine	C0010648	MENTIONED_IN	["34429141_fullText_7"]		34429141
Cysteamine	C0010648	MENTIONED_IN	["34599239_fullText_7"]		34599239
Cysteamine	C0010648	MENTIONED_IN	["30685240_fullText_5"]		30685240
Cysteamine	C0010648	MENTIONED_IN	["35206276_fullText_7"]		35206276
Cysteamine	C0010648	MENTIONED_IN	["24299452_fullText_79"]		24299452
Cysteamine	C0010648	INTERACTS_WITH	["26081110_fullText_8","24299452_fullText_79"]	methacrylyl-coenzyme A	C0284471
NM-3	C1328200	MENTIONED_IN	["32060698_abstract_11","32060698_abstract_11","32060698_abstract_11"]		32060698
NM-3	C1328200	MENTIONED_IN	["37962062_fullText_8"]		37962062
NM-3	C1328200	MENTIONED_IN	["23949219_fullText_13"]		23949219
NM-3	C1328200	MENTIONED_IN	["29789616_fullText_175"]		29789616
NM-3	C1328200	MENTIONED_IN	["36293220_fullText_28"]		36293220
NM-3	C1328200	MENTIONED_IN	["33045774_fullText_17"]		33045774
NM-3	C1328200	MENTIONED_IN	["32214787_fullText_49","32214787_fullText_49"]		32214787
NM-3	C1328200	MENTIONED_IN	["22894767_fullText_33"]		22894767
NM-3	C1328200	MENTIONED_IN	["35308014_fullText_25"]		35308014
NM-3	C1328200	MENTIONED_IN	["34331832_fullText_27"]		34331832
NM-3	C1328200	MENTIONED_IN	["35068072_fullText_11"]		35068072
NM-3	C1328200	MENTIONED_IN	["31957011_fullText_71"]		31957011
NM-3	C1328200	MENTIONED_IN	["28662078_fullText_26"]		28662078
NM-3	C1328200	MENTIONED_IN	["30570710_fullText_19"]		30570710
NM-3	C1328200	MENTIONED_IN	["24498361_fullText_10","24498361_fullText_10"]		24498361
NM-3	C1328200	MENTIONED_IN	["31062211_fullText_3"]		31062211
NM-3	C1328200	MENTIONED_IN	["31952437_fullText_19","31952437_fullText_19"]		31952437
NM-3	C1328200	MENTIONED_IN	["19542079_fullText_77","19542079_fullText_77","19542079_fullText_90"]		19542079
NM-3	C1328200	MENTIONED_IN	["29518248_fullText_33"]		29518248
NM-3	C1328200	MENTIONED_IN	["24957181_fullText_24"]		24957181
NM-3	C1328200	MENTIONED_IN	["30911575_fullText_19"]		30911575
NM-3	C1328200	MENTIONED_IN	["31454184_fullText_43"]		31454184
NM-3	C1328200	MENTIONED_IN	["20819849_fullText_77","20819849_fullText_77","20819849_fullText_77"]		20819849
NM-3	C1328200	MENTIONED_IN	["32295525_fullText_8"]		32295525
NM-3	C1328200	MENTIONED_IN	["36634413_fullText_3"]		36634413
NM-3	C1328200	MENTIONED_IN	["35907674_fullText_6"]		35907674
NM-3	C1328200	MENTIONED_IN	["32422350_fullText_4","32422350_fullText_5"]		32422350
NM-3	C1328200	MENTIONED_IN	["33960418_fullText_6"]		33960418
NM-3	C1328200	MENTIONED_IN	["36221102_fullText_7","36221102_fullText_24"]		36221102
NM-3	C1328200	MENTIONED_IN	["36706865_fullText_4"]		36706865
NM-3	C1328200	MENTIONED_IN	["33583911_fullText_5"]		33583911
NM-3	C1328200	MENTIONED_IN	["35718084_fullText_3","35718084_fullText_4"]		35718084
NM-3	C1328200	MENTIONED_IN	["27438048_fullText_4"]		27438048
NM-3	C1328200	MENTIONED_IN	["37892178_fullText_2"]		37892178
NM-3	C1328200	MENTIONED_IN	["34587541_fullText_5"]		34587541
NM-3	C1328200	MENTIONED_IN	["33097395_fullText_9","33097395_fullText_9"]		33097395
A(2)C	C0050322	MENTIONED_IN	["33625639_fullText_7"]		33625639
A(2)C	C0050322	MENTIONED_IN	["23890587_fullText_10"]		23890587
A(2)C	C0050322	MENTIONED_IN	["37496092_fullText_9"]		37496092
A(2)C	C0050322	MENTIONED_IN	["34344405_fullText_12","34344405_fullText_25","34344405_fullText_60","34344405_fullText_61","34344405_fullText_62","34344405_fullText_70"]		34344405
A(2)C	C0050322	MENTIONED_IN	["33834710_fullText_8"]		33834710
A(2)C	C0050322	MENTIONED_IN	["35405115_fullText_2"]		35405115
A(2)C	C0050322	MENTIONED_IN	["34470979_fullText_9","34470979_fullText_10"]		34470979
A(2)C	C0050322	MENTIONED_IN	["35227682_fullText_9"]		35227682
A(2)C	C0050322	MENTIONED_IN	["36116534_fullText_7","36116534_fullText_10"]		36116534
A(2)C	C0050322	MENTIONED_IN	["35277361_fullText_8"]		35277361
A(2)C	C0050322	MENTIONED_IN	["35570516_fullText_2"]		35570516
A(2)C	C0050322	MENTIONED_IN	["29560582_fullText_7"]		29560582
A(2)C	C0050322	MENTIONED_IN	["33097395_fullText_9"]		33097395
A(2)C	C0050322	MENTIONED_IN	["36482121_fullText_3"]		36482121
Rubella virus vaccine	C0035923	MENTIONED_IN	["33085679_fullText_5","33085679_fullText_12"]		33085679
Measles-Mumps-Rubella Vaccine	C0065828	CAUSES	["33085679_fullText_12"]	Humoral immune response	C1155229
Measles-Mumps-Rubella Vaccine	C0065828	MENTIONED_IN	["33085679_fullText_6","33085679_fullText_12","33085679_fullText_14","33085679_fullText_16","33085679_fullText_17","33085679_fullText_37","33085679_fullText_37","33085679_fullText_42","33085679_fullText_63","33085679_fullText_64","33085679_fullText_69","33085679_fullText_71","33085679_fullText_76","33085679_fullText_79","33085679_fullText_81","33085679_fullText_83","33085679_fullText_86","33085679_fullText_89","33085679_fullText_92","33085679_fullText_93","33085679_fullText_94","33085679_fullText_98","33085679_fullText_98","33085679_fullText_99","33085679_fullText_102","33085679_fullText_109","33085679_fullText_136","33085679_fullText_143","33085679_fullText_151","33085679_fullText_152","33085679_fullText_156"]		33085679
Vaccines	C0042210	MENTIONED_IN	["38289219_fullText_9"]		38289219
Vaccines	C0042210	MENTIONED_IN	["27415628_fullText_69","27415628_fullText_70"]		27415628
Vaccines	C0042210	MENTIONED_IN	["36056365_fullText_26"]		36056365
Vaccines	C0042210	MENTIONED_IN	["34246313_fullText_41"]		34246313
Vaccines	C0042210	MENTIONED_IN	["31996241_fullText_33"]		31996241
Vaccines	C0042210	CAUSES	["31996241_fullText_33"]	Decompensation	C0231187
Vaccines	C0042210	PART_OF	["33085679_fullText_92"]	Unmarried person	C0037179
Vaccines	C0042210	CAUSES	["33085679_fullText_12","33085679_fullText_24","33085679_fullText_116"]	Humoral immune response	C1155229
Vaccines	C0042210	MENTIONED_IN	["36478587_fullText_2","36478587_fullText_2","36478587_fullText_2","36478587_fullText_5"]		36478587
Vaccines	C0042210	MENTIONED_IN	["37155112_fullText_10","37155112_fullText_12"]		37155112
Vaccines	C0042210	MENTIONED_IN	["33044030_fullText_7"]		33044030
Vaccines	C0042210	MENTIONED_IN	["34335590_fullText_2","34335590_fullText_2","34335590_fullText_2","34335590_fullText_8","34335590_fullText_9","34335590_fullText_9","34335590_fullText_10"]		34335590
Vaccines	C0042210	MENTIONED_IN	["34983709_fullText_1","34983709_fullText_3","34983709_fullText_5","34983709_fullText_8","34983709_fullText_8","34983709_fullText_13"]		34983709
Vaccines	C0042210	MENTIONED_IN	["33810774_fullText_3","33810774_fullText_4"]		33810774
Vaccines	C0042210	MENTIONED_IN	["33978670_fullText_1","33978670_fullText_2","33978670_fullText_2","33978670_fullText_3","33978670_fullText_5","33978670_fullText_7","33978670_fullText_7","33978670_fullText_7","33978670_fullText_8"]		33978670
Vaccines	C0042210	MENTIONED_IN	["36925444_fullText_8"]		36925444
Vaccines	C0042210	MENTIONED_IN	["37094487_fullText_1"]		37094487
Vaccines	C0042210	MENTIONED_IN	["35077038_fullText_1"]		35077038
Vaccines	C0042210	MENTIONED_IN	["33851711_fullText_2","33851711_fullText_4"]		33851711
Vaccines	C0042210	MENTIONED_IN	["36948500_fullText_8"]		36948500
Vaccines	C0042210	MENTIONED_IN	["34931412_fullText_2"]		34931412
Vaccines	C0042210	MENTIONED_IN	["34494380_fullText_4"]		34494380
Vaccines	C0042210	MENTIONED_IN	["34433495_fullText_4","34433495_fullText_4","34433495_fullText_9","34433495_fullText_10"]		34433495
Vaccines	C0042210	MENTIONED_IN	["34118375_fullText_2","34118375_fullText_3"]		34118375
Vaccines	C0042210	MENTIONED_IN	["35490940_fullText_2","35490940_fullText_2","35490940_fullText_10"]		35490940
Vaccines	C0042210	MENTIONED_IN	["36109351_fullText_3","36109351_fullText_4"]		36109351
Vaccines	C0042210	MENTIONED_IN	["33992179_fullText_5"]		33992179
Vaccines	C0042210	MENTIONED_IN	["36255482_fullText_1","36255482_fullText_2","36255482_fullText_8","36255482_fullText_10","36255482_fullText_10","36255482_fullText_10"]		36255482
Vaccines	C0042210	CAUSES	["36109351_fullText_3"]	Acute urticaria	C0234935
Vaccines	C0042210	compared_with	["33978670_fullText_7"]	Vaccines	C0042210
Vaccines	C0042210	CAUSES	["34118375_fullText_2"]	Myocarditis	C0027059
Vaccines	C0042210	MENTIONED_IN	["33085679_fullText_7","33085679_fullText_8","33085679_fullText_10","33085679_fullText_11","33085679_fullText_12","33085679_fullText_13","33085679_fullText_13","33085679_fullText_24","33085679_fullText_33","33085679_fullText_39","33085679_fullText_67","33085679_fullText_71","33085679_fullText_75","33085679_fullText_92","33085679_fullText_93","33085679_fullText_101","33085679_fullText_103","33085679_fullText_104","33085679_fullText_104","33085679_fullText_111","33085679_fullText_116","33085679_fullText_118","33085679_fullText_121","33085679_fullText_123","33085679_fullText_147","33085679_fullText_152","33085679_fullText_153","33085679_fullText_155"]		33085679
4,8,12,16-tetramethylheptanoic acid	C0643212	MENTIONED_IN	["32679198_fullText_1","32679198_fullText_3","32679198_fullText_12"]		32679198
Thiamine	C0039840	COEXISTS_WITH	["26657515_fullText_4","23469184_fullText_90"]	SLC19A3 gene	C1424138
Thiamine	C0039840	CAUSES	["34308912_fullText_36"]	Basal ganglia disease, biotin-responsive	C1843807
Thiamine	C0039840	ISA	["24957181_fullText_116","433228_fullText_2"]	Vitamins	C0042890
Thiamine	C0039840	MENTIONED_IN	["39080924_fullText_11"]		39080924
Thiamine	C0039840	MENTIONED_IN	["38478578_fullText_35"]		38478578
Thiamine	C0039840	MENTIONED_IN	["38316835_fullText_18"]		38316835
Thiamine	C0039840	MENTIONED_IN	["39408315_fullText_6"]		39408315
Thiamine	C0039840	MENTIONED_IN	["3745744_fullText_2"]		3745744
Thiamine	C0039840	MENTIONED_IN	["7549290_fullText_4"]		7549290
Thiamine	C0039840	MENTIONED_IN	["31615158_fullText_7"]		31615158
Thiamine	C0039840	MENTIONED_IN	["835506_fullText_8"]		835506
Thiamine	C0039840	MENTIONED_IN	["433228_fullText_2"]		433228
Thiamine	C0039840	MENTIONED_IN	["6138709_fullText_5"]		6138709
Thiamine	C0039840	MENTIONED_IN	["32047291_abstract_5"]		32047291
Thiamine	C0039840	MENTIONED_IN	["37494620_fullText_1","37494620_fullText_5"]		37494620
Thiamine	C0039840	MENTIONED_IN	["35598991_fullText_5","35598991_fullText_5","35598991_fullText_6"]		35598991
Thiamine	C0039840	MENTIONED_IN	["37525097_fullText_11"]		37525097
Thiamine	C0039840	MENTIONED_IN	["37471482_fullText_4","37471482_fullText_4","37471482_fullText_16"]		37471482
Thiamine	C0039840	MENTIONED_IN	["24932094_fullText_23"]		24932094
Thiamine	C0039840	MENTIONED_IN	["31996241_fullText_91","31996241_fullText_92","31996241_fullText_97","31996241_fullText_102","31996241_fullText_104","31996241_fullText_113"]		31996241
Thiamine	C0039840	MENTIONED_IN	["33182419_fullText_54"]		33182419
Thiamine	C0039840	MENTIONED_IN	["20843336_fullText_31","20843336_fullText_62"]		20843336
Thiamine	C0039840	MENTIONED_IN	["28429146_fullText_74"]		28429146
Thiamine	C0039840	MENTIONED_IN	["27977873_fullText_74","27977873_fullText_76"]		27977873
Thiamine	C0039840	MENTIONED_IN	["34716721_fullText_40"]		34716721
Thiamine	C0039840	MENTIONED_IN	["37667390_fullText_73"]		37667390
Thiamine	C0039840	MENTIONED_IN	["21749722_fullText_21"]		21749722
Thiamine	C0039840	MENTIONED_IN	["32130224_fullText_81"]		32130224
Thiamine	C0039840	MENTIONED_IN	["30379275_fullText_36","30379275_fullText_62"]		30379275
Thiamine	C0039840	MENTIONED_IN	["36543208_fullText_10"]		36543208
Thiamine	C0039840	MENTIONED_IN	["29518248_fullText_12"]		29518248
Thiamine	C0039840	MENTIONED_IN	["34656053_fullText_34","34656053_fullText_37","34656053_fullText_37","34656053_fullText_43","34656053_fullText_46","34656053_fullText_68","34656053_fullText_68","34656053_fullText_69","34656053_fullText_70","34656053_fullText_83"]		34656053
Thiamine	C0039840	MENTIONED_IN	["36042640_fullText_51","36042640_fullText_118"]		36042640
Thiamine	C0039840	MENTIONED_IN	["34308912_fullText_35","34308912_fullText_35","34308912_fullText_36","34308912_fullText_37","34308912_fullText_37","34308912_fullText_38","34308912_fullText_45","34308912_fullText_54","34308912_fullText_55","34308912_fullText_65"]		34308912
Thiamine	C0039840	MENTIONED_IN	["33081289_fullText_12","33081289_fullText_12","33081289_fullText_14","33081289_fullText_52","33081289_fullText_52"]		33081289
Thiamine	C0039840	MENTIONED_IN	["23469184_fullText_4","23469184_fullText_4","23469184_fullText_9","23469184_fullText_9","23469184_fullText_10","23469184_fullText_61","23469184_fullText_66","23469184_fullText_71","23469184_fullText_71","23469184_fullText_71","23469184_fullText_74","23469184_fullText_75","23469184_fullText_80","23469184_fullText_84","23469184_fullText_85","23469184_fullText_89","23469184_fullText_90","23469184_fullText_99","23469184_fullText_104"]		23469184
Thiamine	C0039840	MENTIONED_IN	["23389837_fullText_3"]		23389837
Thiamine	C0039840	MENTIONED_IN	["33661577_fullText_7","33661577_fullText_3","33661577_fullText_37","33661577_fullText_108","33661577_fullText_126","33661577_fullText_128"]		33661577
Thiamine	C0039840	MENTIONED_IN	["1848464_fullText_8"]		1848464
Thiamine	C0039840	MENTIONED_IN	["31352295_fullText_1","31352295_fullText_11"]		31352295
Thiamine	C0039840	MENTIONED_IN	["36093993_fullText_7","36093993_fullText_49","36093993_fullText_142","36093993_fullText_147","36093993_fullText_155","36093993_fullText_161","36093993_fullText_161","36093993_fullText_179","36093993_fullText_179","36093993_fullText_179","36093993_fullText_180","36093993_fullText_182","36093993_fullText_182","36093993_fullText_183"]		36093993
Thiamine	C0039840	MENTIONED_IN	["18467350_fullText_2","18467350_fullText_5","18467350_fullText_8"]		18467350
Thiamine	C0039840	MENTIONED_IN	["15272617_fullText_2","15272617_fullText_3","15272617_fullText_5"]		15272617
Thiamine	C0039840	MENTIONED_IN	["32380162_fullText_3"]		32380162
Thiamine	C0039840	MENTIONED_IN	["24590690_fullText_9"]		24590690
Thiamine	C0039840	MENTIONED_IN	["31095747_fullText_1","31095747_fullText_6","31095747_fullText_7","31095747_fullText_8","31095747_fullText_9"]		31095747
Thiamine	C0039840	MENTIONED_IN	["11510939_fullText_12"]		11510939
Thiamine	C0039840	MENTIONED_IN	["33751540_fullText_8"]		33751540
Thiamine	C0039840	MENTIONED_IN	["19054921_fullText_4"]		19054921
Thiamine	C0039840	MENTIONED_IN	["17582259_fullText_8"]		17582259
Thiamine	C0039840	MENTIONED_IN	["37642897_fullText_3","37642897_fullText_3","37642897_fullText_3","37642897_fullText_5","37642897_fullText_5","37642897_fullText_7"]		37642897
Thiamine	C0039840	MENTIONED_IN	["23423671_fullText_5","23423671_fullText_6","23423671_fullText_10","23423671_fullText_11","23423671_fullText_14"]		23423671
Thiamine	C0039840	MENTIONED_IN	["24957181_fullText_1","24957181_fullText_2","24957181_fullText_2","24957181_fullText_4","24957181_fullText_6","24957181_fullText_8","24957181_fullText_1","24957181_fullText_5","24957181_fullText_5","24957181_fullText_7","24957181_fullText_20","24957181_fullText_21","24957181_fullText_23","24957181_fullText_26","24957181_fullText_34","24957181_fullText_35","24957181_fullText_36","24957181_fullText_56","24957181_fullText_56","24957181_fullText_58","24957181_fullText_58","24957181_fullText_65","24957181_fullText_65","24957181_fullText_68","24957181_fullText_70","24957181_fullText_84","24957181_fullText_86","24957181_fullText_89","24957181_fullText_91","24957181_fullText_92","24957181_fullText_94","24957181_fullText_95","24957181_fullText_95","24957181_fullText_97","24957181_fullText_102","24957181_fullText_105","24957181_fullText_115","24957181_fullText_116","24957181_fullText_119","24957181_fullText_121","24957181_fullText_122"]		24957181
Thiamine	C0039840	MENTIONED_IN	["3579670_fullText_5"]		3579670
Thiamine	C0039840	MENTIONED_IN	["23482991_fullText_7"]		23482991
Thiamine	C0039840	MENTIONED_IN	["26657515_fullText_2","26657515_fullText_4","26657515_fullText_6","26657515_fullText_9","26657515_fullText_9","26657515_fullText_11","26657515_fullText_11"]		26657515
Thiamine	C0039840	MENTIONED_IN	["22273117_fullText_4","22273117_fullText_4"]		22273117
Thiamine	C0039840	MENTIONED_IN	["7715756_fullText_6"]		7715756
Thiamine	C0039840	MENTIONED_IN	["9266390_fullText_1","9266390_fullText_5"]		9266390
Thiamine	C0039840	MENTIONED_IN	["28262162_fullText_3","28262162_fullText_3"]		28262162
Thiamine	C0039840	MENTIONED_IN	["10872106_fullText_3"]		10872106
Thiamine	C0039840	MENTIONED_IN	["8940876_fullText_5"]		8940876
Thiamine	C0039840	MENTIONED_IN	["32679198_fullText_11"]		32679198
Thiamine	C0039840	MENTIONED_IN	["36771332_fullText_10"]		36771332
Thiamine	C0039840	MENTIONED_IN	["37104478_fullText_4","37104478_fullText_8"]		37104478
Thiamine	C0039840	MENTIONED_IN	["36901896_fullText_3","36901896_fullText_3"]		36901896
Thiamine	C0039840	MENTIONED_IN	["36867458_fullText_2","36867458_fullText_2","36867458_fullText_2"]		36867458
Thiamine	C0039840	MENTIONED_IN	["22728861_fullText_3"]		22728861
Thiamine	C0039840	MENTIONED_IN	["33858316_fullText_3","33858316_fullText_3","33858316_fullText_4"]		33858316
Thiamine	C0039840	MENTIONED_IN	["21146669_fullText_3"]		21146669
Thiamine	C0039840	MENTIONED_IN	["3015835_fullText_1"]		3015835
Thiamine	C0039840	AUGMENTS	["38316835_fullText_18"]	Very mild	C4036115
Thiamine	C0039840	AUGMENTS	["38316835_fullText_18"]	Diffusion Restriction	C5667516
Thiamine	C0039840	INTERACTS_WITH	["36867458_fullText_2","36093993_fullText_182"]	Membrane Transport Proteins	C0596902
Thiamine	C0039840	CONVERTS_TO	["36093993_fullText_180"]	Thiamine Pyrophosphate	C0039848
isovaleric acid	C0064094	MENTIONED_IN	["24957181_fullText_55"]		24957181
isovaleric acid	C0064094	STIMULATES	["32677908_fullText_90"]	acylcarnitine	C0368608
isovaleric acid	C0064094	MENTIONED_IN	["6158623_fullText_2"]		6158623
isovaleric acid	C0064094	MENTIONED_IN	["36610597_fullText_8"]		36610597
isovaleric acid	C0064094	MENTIONED_IN	["32013919_fullText_6","32013919_fullText_6","32013919_fullText_15","32013919_fullText_30","32013919_fullText_57","32013919_fullText_61","32013919_fullText_62","32013919_fullText_79","32013919_abstract_6","32013919_abstract_6"]		32013919
isovaleric acid	C0064094	MENTIONED_IN	["26163321_fullText_5"]		26163321
isovaleric acid	C0064094	MENTIONED_IN	["32677908_fullText_2","32677908_fullText_14","32677908_fullText_23","32677908_fullText_66","32677908_fullText_79","32677908_fullText_90","32677908_fullText_99"]		32677908
isovaleric acid	C0064094	STIMULATES	["26163321_fullText_5"]	Carnitine	C0007258
S-2	C2722359	MENTIONED_IN	["35206276_fullText_7"]		35206276
S-2	C2722359	MENTIONED_IN	["32013919_fullText_6","32013919_fullText_6","32013919_fullText_54","32013919_fullText_54","32013919_fullText_79","32013919_fullText_79","32013919_abstract_6","32013919_abstract_6"]		32013919
S-2	C2722359	MENTIONED_IN	["26450614_fullText_1"]		26450614
Riboflavin	C0035527	COEXISTS_WITH	["34051656_fullText_10"]	Cortisone	C0010137
Riboflavin	C0035527	MENTIONED_IN	["38478578_fullText_35"]		38478578
Riboflavin	C0035527	MENTIONED_IN	["39408315_fullText_6"]		39408315
Riboflavin	C0035527	MENTIONED_IN	["31615158_fullText_7"]		31615158
Riboflavin	C0035527	MENTIONED_IN	["1168018_fullText_3","1168018_fullText_3"]		1168018
Riboflavin	C0035527	MENTIONED_IN	["1210194_fullText_1","1210194_fullText_1","1210194_fullText_2","1210194_fullText_4"]		1210194
Riboflavin	C0035527	MENTIONED_IN	["433228_fullText_2"]		433228
Riboflavin	C0035527	MENTIONED_IN	["3745744_fullText_2"]		3745744
Riboflavin	C0035527	MENTIONED_IN	["10378305_fullText_3","10378305_fullText_4","10378305_fullText_5"]		10378305
Riboflavin	C0035527	MENTIONED_IN	["7549290_fullText_4"]		7549290
Riboflavin	C0035527	MENTIONED_IN	["23339307_fullText_9"]		23339307
Riboflavin	C0035527	MENTIONED_IN	["835506_fullText_8"]		835506
Riboflavin	C0035527	MENTIONED_IN	["10802890_fullText_4","10802890_fullText_5"]		10802890
Riboflavin	C0035527	MENTIONED_IN	["38221620_fullText_11"]		38221620
Riboflavin	C0035527	MENTIONED_IN	["10230482_fullText_4","10230482_fullText_5"]		10230482
Riboflavin	C0035527	MENTIONED_IN	["11743516_fullText_2"]		11743516
Riboflavin	C0035527	MENTIONED_IN	["33751540_fullText_8"]		33751540
Riboflavin	C0035527	MENTIONED_IN	["34051656_fullText_10"]		34051656
Riboflavin	C0035527	MENTIONED_IN	["36055131_fullText_6"]		36055131
Riboflavin	C0035527	MENTIONED_IN	["11825066_fullText_8"]		11825066
Riboflavin	C0035527	MENTIONED_IN	["6438395_fullText_4"]		6438395
Riboflavin	C0035527	MENTIONED_IN	["21968293_fullText_7"]		21968293
Riboflavin	C0035527	MENTIONED_IN	["1956737_fullText_7"]		1956737
Riboflavin	C0035527	MENTIONED_IN	["11738016_fullText_12"]		11738016
Riboflavin	C0035527	MENTIONED_IN	["8300996_fullText_4"]		8300996
Riboflavin	C0035527	MENTIONED_IN	["3229565_fullText_5"]		3229565
Riboflavin	C0035527	MENTIONED_IN	["6433313_fullText_1","6433313_fullText_2"]		6433313
Riboflavin	C0035527	MENTIONED_IN	["1945471_fullText_11"]		1945471
Riboflavin	C0035527	MENTIONED_IN	["16377226_fullText_1","16377226_fullText_6","16377226_fullText_7"]		16377226
Riboflavin	C0035527	MENTIONED_IN	["32992790_fullText_1","32992790_fullText_2","32992790_fullText_4","32992790_fullText_8","32992790_fullText_1","32992790_fullText_1","32992790_fullText_9","32992790_fullText_10","32992790_fullText_15","32992790_fullText_16","32992790_fullText_17","32992790_fullText_18","32992790_fullText_20","32992790_fullText_20","32992790_fullText_21","32992790_fullText_22","32992790_fullText_28","32992790_fullText_66","32992790_fullText_92","32992790_fullText_106","32992790_fullText_107","32992790_fullText_110","32992790_fullText_123","32992790_fullText_123","32992790_fullText_123","32992790_fullText_125","32992790_fullText_126","32992790_fullText_138","32992790_fullText_138","32992790_fullText_139","32992790_fullText_140","32992790_fullText_140"]		32992790
Riboflavin	C0035527	MENTIONED_IN	["30570710_fullText_1","30570710_fullText_0","30570710_fullText_13","30570710_fullText_62"]		30570710
Riboflavin	C0035527	MENTIONED_IN	["16368216_fullText_15"]		16368216
Riboflavin	C0035527	MENTIONED_IN	["3792386_fullText_2"]		3792386
Riboflavin	C0035527	MENTIONED_IN	["1775140_fullText_7"]		1775140
Riboflavin	C0035527	MENTIONED_IN	["15120683_fullText_13"]		15120683
Riboflavin	C0035527	MENTIONED_IN	["14691600_fullText_4"]		14691600
Riboflavin	C0035527	MENTIONED_IN	["15505397_fullText_4"]		15505397
Riboflavin	C0035527	MENTIONED_IN	["33661577_fullText_126","33661577_fullText_126"]		33661577
Riboflavin	C0035527	MENTIONED_IN	["31996241_fullText_5"]		31996241
Riboflavin	C0035527	MENTIONED_IN	["34964562_fullText_109"]		34964562
Riboflavin	C0035527	MENTIONED_IN	["36042640_fullText_51","36042640_fullText_118"]		36042640
Riboflavin	C0035527	MENTIONED_IN	["20843336_fullText_63"]		20843336
Riboflavin	C0035527	MENTIONED_IN	["34716721_fullText_40"]		34716721
Riboflavin	C0035527	MENTIONED_IN	["19542079_fullText_28"]		19542079
Riboflavin	C0035527	MENTIONED_IN	["30379275_fullText_36","30379275_fullText_61","30379275_fullText_62"]		30379275
Riboflavin	C0035527	MENTIONED_IN	["37667390_fullText_73"]		37667390
Riboflavin	C0035527	MENTIONED_IN	["35217561_fullText_40"]		35217561
Riboflavin	C0035527	MENTIONED_IN	["25333616_fullText_1"]		25333616
Riboflavin	C0035527	MENTIONED_IN	["26219480_fullText_2"]		26219480
Riboflavin	C0035527	ASSOCIATED_WITH	["21968293_fullText_7"]	Glutaric aciduria, type 1	C0268595
Riboflavin	C0035527	AUGMENTS	["15505397_fullText_4"]	catabolic state	C0853892
Adenosine Triphosphate	C0001480	MENTIONED_IN	["38459834_fullText_0"]		38459834
Adenosine Triphosphate	C0001480	MENTIONED_IN	["39472629_fullText_11"]		39472629
Adenosine Triphosphate	C0001480	MENTIONED_IN	["39169373_fullText_6","39169373_fullText_49"]		39169373
Adenosine Triphosphate	C0001480	MENTIONED_IN	["4734564_fullText_5"]		4734564
Adenosine Triphosphate	C0001480	MENTIONED_IN	["32003821_abstract_4"]		32003821
Adenosine Triphosphate	C0001480	MENTIONED_IN	["37562887_fullText_1"]		37562887
Adenosine Triphosphate	C0001480	MENTIONED_IN	["31705726_fullText_24"]		31705726
Adenosine Triphosphate	C0001480	MENTIONED_IN	["33413482_fullText_79"]		33413482
Adenosine Triphosphate	C0001480	MENTIONED_IN	["32145091_fullText_1"]		32145091
Adenosine Triphosphate	C0001480	MENTIONED_IN	["36412346_fullText_30"]		36412346
Adenosine Triphosphate	C0001480	MENTIONED_IN	["20843336_fullText_63","20843336_fullText_88"]		20843336
Adenosine Triphosphate	C0001480	MENTIONED_IN	["33661577_fullText_20"]		33661577
Adenosine Triphosphate	C0001480	MENTIONED_IN	["32183225_fullText_58","32183225_fullText_86"]		32183225
Adenosine Triphosphate	C0001480	MENTIONED_IN	["33124751_fullText_0"]		33124751
Adenosine Triphosphate	C0001480	MENTIONED_IN	["27338358_fullText_1"]		27338358
Adenosine Triphosphate	C0001480	MENTIONED_IN	["32162843_fullText_0"]		32162843
Adenosine Triphosphate	C0001480	MENTIONED_IN	["36042640_fullText_83"]		36042640
Adenosine Triphosphate	C0001480	MENTIONED_IN	["30379275_fullText_4"]		30379275
Adenosine Triphosphate	C0001480	MENTIONED_IN	["34638685_fullText_7"]		34638685
Adenosine Triphosphate	C0001480	MENTIONED_IN	["15452841_fullText_3"]		15452841
