Drug1	Drug1_id	RELATION	PROVENANCE	Drug2	Drug2_id
Adenosine Triphosphate	C0001480	MENTIONED_IN	["24792155_fullText_7"]		24792155
Adenosine Triphosphate	C0001480	MENTIONED_IN	["3655808_fullText_5"]		3655808
Adenosine Triphosphate	C0001480	MENTIONED_IN	["14694498_fullText_5"]		14694498
Adenosine Triphosphate	C0001480	MENTIONED_IN	["15732085_fullText_6"]		15732085
Adenosine Triphosphate	C0001480	MENTIONED_IN	["30671974_fullText_5"]		30671974
Adenosine Triphosphate	C0001480	MENTIONED_IN	["36464207_fullText_2"]		36464207
Adenosine Triphosphate	C0001480	MENTIONED_IN	["37857146_fullText_1"]		37857146
Adenosine Triphosphate	C0001480	MENTIONED_IN	["36565851_fullText_7"]		36565851
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35624408_fullText_2"]		35624408
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35908785_fullText_5"]		35908785
Adenosine Triphosphate	C0001480	MENTIONED_IN	["34530027_fullText_1"]		34530027
Adenosine Triphosphate	C0001480	MENTIONED_IN	["34954381_fullText_6"]		34954381
Adenosine Triphosphate	C0001480	MENTIONED_IN	["33822617_fullText_5"]		33822617
Adenosine Triphosphate	C0001480	MENTIONED_IN	["34436273_fullText_4"]		34436273
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35249909_fullText_4"]		35249909
Adenosine Triphosphate	C0001480	MENTIONED_IN	["11731285_fullText_1"]		11731285
Adenosine Triphosphate	C0001480	MENTIONED_IN	["29917077_fullText_2"]		29917077
Adenosine Triphosphate	C0001480	MENTIONED_IN	["9501263_fullText_1"]		9501263
Adenosine Triphosphate	C0001480	MENTIONED_IN	["11743516_fullText_2","11743516_fullText_3"]		11743516
Adenosine Triphosphate	C0001480	MENTIONED_IN	["2821802_fullText_2","2821802_fullText_3"]		2821802
Adenosine Triphosphate	C0001480	MENTIONED_IN	["15176724_fullText_6"]		15176724
Adenosine Triphosphate	C0001480	MENTIONED_IN	["19667215_fullText_1"]		19667215
Adenosine Triphosphate	C0001480	MENTIONED_IN	["11843698_fullText_1"]		11843698
Adenosine Triphosphate	C0001480	MENTIONED_IN	["8909450_fullText_4"]		8909450
Adenosine Triphosphate	C0001480	MENTIONED_IN	["17518546_fullText_7"]		17518546
Adenosine Triphosphate	C0001480	MENTIONED_IN	["27761019_fullText_4"]		27761019
Adenosine Triphosphate	C0001480	MENTIONED_IN	["4050316_fullText_2"]		4050316
Adenosine Triphosphate	C0001480	MENTIONED_IN	["34506779_fullText_7"]		34506779
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35527239_fullText_13"]		35527239
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35524380_fullText_1"]		35524380
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35770396_fullText_1"]		35770396
Adenosine Triphosphate	C0001480	MENTIONED_IN	["36944825_fullText_1"]		36944825
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35469847_fullText_5"]		35469847
Adenosine Triphosphate	C0001480	MENTIONED_IN	["36032155_fullText_3"]		36032155
Adenosine Triphosphate	C0001480	MENTIONED_IN	["34091324_fullText_5"]		34091324
Adenosine Triphosphate	C0001480	MENTIONED_IN	["37511176_fullText_8"]		37511176
Adenosine Triphosphate	C0001480	MENTIONED_IN	["33759578_fullText_6"]		33759578
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35799022_fullText_3"]		35799022
Adenosine Triphosphate	C0001480	MENTIONED_IN	["37482560_fullText_12"]		37482560
Adenosine Triphosphate	C0001480	MENTIONED_IN	["34314735_fullText_3"]		34314735
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35863257_fullText_2"]		35863257
Adenosine Triphosphate	C0001480	MENTIONED_IN	["37619787_fullText_1"]		37619787
Adenosine Triphosphate	C0001480	MENTIONED_IN	["36799169_fullText_1"]		36799169
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35003105_fullText_1"]		35003105
Adenosine Triphosphate	C0001480	MENTIONED_IN	["36924449_fullText_1"]		36924449
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35437837_fullText_1"]		35437837
Adenosine Triphosphate	C0001480	MENTIONED_IN	["37946078_fullText_2"]		37946078
Adenosine Triphosphate	C0001480	MENTIONED_IN	["37946079_fullText_2"]		37946079
Adenosine Triphosphate	C0001480	MENTIONED_IN	["36139442_fullText_5"]		36139442
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35716953_fullText_3"]		35716953
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35644300_fullText_1"]		35644300
Adenosine Triphosphate	C0001480	MENTIONED_IN	["35077842_fullText_1","35077842_fullText_2"]		35077842
Adenosine Triphosphate	C0001480	MENTIONED_IN	["33751327_fullText_1"]		33751327
Adenosine Triphosphate	C0001480	MENTIONED_IN	["34166116_fullText_3"]		34166116
Adenosine Triphosphate	C0001480	MENTIONED_IN	["36435235_fullText_5"]		36435235
Adenosine Triphosphate	C0001480	MENTIONED_IN	["34735259_fullText_6"]		34735259
Adenosine Triphosphate	C0001480	MENTIONED_IN	["34543755_fullText_3"]		34543755
Adenosine Triphosphate	C0001480	ASSOCIATED_WITH	["37946079_fullText_2"]	Hypoxia	C0242184
Adenosine Triphosphate	C0001480	AUGMENTS	["33759578_fullText_6"]	Electric field	C0337037
Adenosine Triphosphate	C0001480	STIMULATES	["37619787_fullText_1"]	purinoceptor P2Z	C0386482
Thioctic Acid	C0023791	COEXISTS_WITH	["24341803_fullText_47"]	Candida albicans extract	C0717551
Thioctic Acid	C0023791	CAUSES	["24299452_fullText_3"]	Pyruvate Dehydrogenase Complex Deficiency Disease	C0034345
Thioctic Acid	C0023791	CAUSES	["34280479_fullText_5"]	POLYDACTYLY, POSTAXIAL, WITH PROGRESSIVE MYOPIA	C1868117
Thioctic Acid	C0023791	ISA	["20226470_fullText_8"]	Antioxidants	C0003402
Thioctic Acid	C0023791	MENTIONED_IN	["24488205_fullText_4"]		24488205
Thioctic Acid	C0023791	MENTIONED_IN	["23232760_fullText_3","23232760_fullText_4","23232760_fullText_5","23232760_fullText_7","23232760_fullText_8"]		23232760
Thioctic Acid	C0023791	MENTIONED_IN	["20226470_fullText_4","20226470_fullText_5","20226470_fullText_6","20226470_fullText_8","20226470_fullText_9"]		20226470
Thioctic Acid	C0023791	MENTIONED_IN	["24299452_fullText_3","24299452_fullText_92"]		24299452
Thioctic Acid	C0023791	MENTIONED_IN	["8652022_fullText_6"]		8652022
Thioctic Acid	C0023791	MENTIONED_IN	["11510939_fullText_12"]		11510939
Thioctic Acid	C0023791	MENTIONED_IN	["29681092_fullText_1"]		29681092
Thioctic Acid	C0023791	MENTIONED_IN	["24341803_fullText_1","24341803_fullText_2","24341803_fullText_2","24341803_fullText_4","24341803_fullText_4","24341803_fullText_5","24341803_fullText_8","24341803_fullText_8","24341803_fullText_8","24341803_fullText_9","24341803_fullText_2","24341803_fullText_3","24341803_fullText_4","24341803_fullText_5","24341803_fullText_6","24341803_fullText_9","24341803_fullText_10","24341803_fullText_10","24341803_fullText_21","24341803_fullText_22","24341803_fullText_25","24341803_fullText_28","24341803_fullText_40","24341803_fullText_42","24341803_fullText_43","24341803_fullText_43","24341803_fullText_44","24341803_fullText_45","24341803_fullText_45","24341803_fullText_46","24341803_fullText_46","24341803_fullText_47","24341803_fullText_48","24341803_fullText_49","24341803_fullText_51","24341803_fullText_70","24341803_fullText_70","24341803_fullText_70","24341803_fullText_71","24341803_fullText_75"]		24341803
Thioctic Acid	C0023791	MENTIONED_IN	["34280479_fullText_4","34280479_fullText_5"]		34280479
Thioctic Acid	C0023791	MENTIONED_IN	["34825496_fullText_2"]		34825496
Thioctic Acid	C0023791	MENTIONED_IN	["35548968_fullText_1","35548968_fullText_3","35548968_fullText_5"]		35548968
Thioctic Acid	C0023791	MENTIONED_IN	["34964562_fullText_109"]		34964562
Thioctic Acid	C0023791	MENTIONED_IN	["30379275_fullText_61"]		30379275
Thioctic Acid	C0023791	MENTIONED_IN	["31996241_fullText_103","31996241_fullText_106"]		31996241
Thioctic Acid	C0023791	MENTIONED_IN	["27080638_fullText_5"]		27080638
Thioctic Acid	C0023791	MENTIONED_IN	["36042640_fullText_119"]		36042640
Thioctic Acid	C0023791	MENTIONED_IN	["37667390_fullText_73"]		37667390
Thioctic Acid	C0023791	MENTIONED_IN	["33661577_fullText_126"]		33661577
Thioctic Acid	C0023791	ASSOCIATED_WITH	["8652022_fullText_6"]	Lactic acidemia	C0347959
Thioctic Acid	C0023791	ASSOCIATED_WITH	["24341803_fullText_51"]	NADH cytochrome B5 reductase deficiency	C0268193
Thioctic Acid	C0023791	CONVERTS_TO	["24341803_fullText_8"]	LIPT1 gene	C1428876
Rotenone	C0035871	COEXISTS_WITH	["27080638_fullText_39"]	Dimethyl Sulfoxide	C0012403
Rotenone	C0035871	COEXISTS_WITH	["34849584_fullText_163"]	NDUFS4 gene	C1417647
Rotenone	C0035871	COEXISTS_WITH	["24399447_fullText_15"]	Succinic Acid	C0075429
Rotenone	C0035871	CAUSES	["37630420_fullText_7"]	Cell Death	C0007587
Rotenone	C0035871	ISA	["36056365_fullText_130"]	Toxin	C0040549
Rotenone	C0035871	AFFECTS	["39472629_fullText_33"]	Flux	C2348693
Rotenone	C0035871	MENTIONED_IN	["38732047_fullText_104"]		38732047
Rotenone	C0035871	MENTIONED_IN	["38773300_fullText_78","38773300_fullText_81"]		38773300
Rotenone	C0035871	MENTIONED_IN	["39472629_fullText_33"]		39472629
Rotenone	C0035871	MENTIONED_IN	["28456629_fullText_17","28456629_fullText_27","28456629_fullText_28"]		28456629
Rotenone	C0035871	MENTIONED_IN	["31957011_fullText_24","31957011_fullText_34","31957011_fullText_36"]		31957011
Rotenone	C0035871	MENTIONED_IN	["30135079_fullText_148"]		30135079
Rotenone	C0035871	MENTIONED_IN	["32130224_fullText_118","32130224_fullText_123"]		32130224
Rotenone	C0035871	MENTIONED_IN	["25835550_fullText_26","25835550_fullText_27","25835550_fullText_30","25835550_fullText_82"]		25835550
Rotenone	C0035871	MENTIONED_IN	["32162843_fullText_40"]		32162843
Rotenone	C0035871	MENTIONED_IN	["32371897_fullText_72","32371897_fullText_143"]		32371897
Rotenone	C0035871	MENTIONED_IN	["34045482_fullText_5"]		34045482
Rotenone	C0035871	MENTIONED_IN	["26824698_fullText_9","26824698_fullText_39","26824698_fullText_46","26824698_fullText_60","26824698_fullText_119"]		26824698
Rotenone	C0035871	MENTIONED_IN	["36557887_fullText_120"]		36557887
Rotenone	C0035871	MENTIONED_IN	["32366037_fullText_111","32366037_fullText_114"]		32366037
Rotenone	C0035871	MENTIONED_IN	["28429146_fullText_23","28429146_fullText_24"]		28429146
Rotenone	C0035871	MENTIONED_IN	["34571904_fullText_59","34571904_fullText_63","34571904_fullText_109","34571904_fullText_122","34571904_fullText_135","34571904_fullText_193"]		34571904
Rotenone	C0035871	MENTIONED_IN	["30520688_fullText_118"]		30520688
Rotenone	C0035871	MENTIONED_IN	["27338358_fullText_57","27338358_fullText_118"]		27338358
Rotenone	C0035871	MENTIONED_IN	["28367954_fullText_21","28367954_fullText_105"]		28367954
Rotenone	C0035871	MENTIONED_IN	["32722639_fullText_15"]		32722639
Rotenone	C0035871	MENTIONED_IN	["36056365_fullText_130"]		36056365
Rotenone	C0035871	MENTIONED_IN	["24399447_fullText_13","24399447_fullText_15","24399447_fullText_24","24399447_fullText_125","24399447_fullText_126","24399447_fullText_130","24399447_fullText_132"]		24399447
Rotenone	C0035871	MENTIONED_IN	["27080638_fullText_7","27080638_fullText_38","27080638_fullText_39","27080638_fullText_81","27080638_fullText_83","27080638_fullText_83","27080638_fullText_126","27080638_fullText_126"]		27080638
Rotenone	C0035871	MENTIONED_IN	["27502960_fullText_4","27502960_fullText_4","27502960_fullText_4","27502960_fullText_8","27502960_fullText_10","27502960_fullText_12","27502960_fullText_12","27502960_fullText_12","27502960_fullText_13","27502960_fullText_15","27502960_fullText_24","27502960_fullText_50","27502960_fullText_56","27502960_fullText_60","27502960_fullText_60","27502960_fullText_60","27502960_fullText_65","27502960_fullText_67","27502960_fullText_80","27502960_fullText_80"]		27502960
Rotenone	C0035871	MENTIONED_IN	["11181577_fullText_5"]		11181577
Rotenone	C0035871	MENTIONED_IN	["8476414_fullText_2"]		8476414
Rotenone	C0035871	MENTIONED_IN	["8892026_fullText_3"]		8892026
Rotenone	C0035871	MENTIONED_IN	["12535666_fullText_6"]		12535666
Rotenone	C0035871	MENTIONED_IN	["37630420_fullText_7"]		37630420
Rotenone	C0035871	MENTIONED_IN	["34767546_fullText_1","34767546_fullText_4","34767546_fullText_6"]		34767546
Rotenone	C0035871	MENTIONED_IN	["34042043_fullText_1","34042043_fullText_1","34042043_fullText_4","34042043_fullText_6"]		34042043
Rotenone	C0035871	MENTIONED_IN	["34087694_fullText_5","34087694_fullText_6"]		34087694
Rotenone	C0035871	MENTIONED_IN	["34751984_fullText_5"]		34751984
Rotenone	C0035871	MENTIONED_IN	["35335256_fullText_10"]		35335256
Rotenone	C0035871	MENTIONED_IN	["35908785_fullText_4"]		35908785
Rotenone	C0035871	MENTIONED_IN	["36205906_fullText_2"]		36205906
Rotenone	C0035871	MENTIONED_IN	["2717271_fullText_3"]		2717271
Rotenone	C0035871	MENTIONED_IN	["32677908_fullText_33","32677908_fullText_34"]		32677908
Rotenone	C0035871	MENTIONED_IN	["17895983_fullText_33","17895983_fullText_34"]		17895983
Rotenone	C0035871	MENTIONED_IN	["23509070_fullText_156","23509070_fullText_158"]		23509070
Rotenone	C0035871	MENTIONED_IN	["34638685_fullText_41","34638685_fullText_41","34638685_fullText_43","34638685_fullText_61","34638685_fullText_77","34638685_fullText_168","34638685_fullText_170","34638685_fullText_189","34638685_fullText_190"]		34638685
Rotenone	C0035871	MENTIONED_IN	["32969598_fullText_109"]		32969598
Rotenone	C0035871	ASSOCIATED_WITH	["36056365_fullText_130"]	Parkinson Disease	C0030567
Rotenone	C0035871	ASSOCIATED_WITH	["28367954_fullText_21"]	Muscular dystrophy congenital, merosin negative	C1263858
Rotenone	C0035871	ASSOCIATED_WITH	["36056365_fullText_130"]	Alzheimer's Disease	C0002395
Rotenone	C0035871	ASSOCIATED_WITH	["36056365_fullText_130"]	Progressive supranuclear palsy	C0038868
Rotenone	C0035871	INHIBITS	["28456629_fullText_17"]	Electron Transport Complex I	C2363240
Rotenone	C0035871	INHIBITS	["27502960_fullText_15"]	Succinates	C0038617
Rotenone	C0035871	STIMULATES	["39231983_fullText_304"]	MPG gene	C1417239
Rotenone	C0035871	STIMULATES	["34042043_fullText_1"]	Levodopa	C0023570
Rotenone	C0035871	STIMULATES	["27502960_fullText_8"]	Lactate	C0376261
Rotenone	C0035871	DISRUPTS	["28367954_fullText_21"]	Myoblasts	C0596995
Rotenone	C0035871	DISRUPTS	["34638685_fullText_170","34571904_fullText_63"]	ADP phosphorylation	C1157224
Rotenone	C0035871	compared_with	["34042043_fullText_1"]	Rotenone	C0035871
Rotenone	C0035871	STIMULATES__SPEC__	["34042043_fullText_1"]	Sinemet	C0074559
Digitonin	C0012256	MENTIONED_IN	["23209425_fullText_95"]		23209425
Digitonin	C0012256	MENTIONED_IN	["10562279_fullText_19","10562279_fullText_21"]		10562279
Digitonin	C0012256	MENTIONED_IN	["9922452_fullText_32"]		9922452
Digitonin	C0012256	MENTIONED_IN	["10871277_fullText_27"]		10871277
Digitonin	C0012256	MENTIONED_IN	["25135935_fullText_33","25135935_fullText_34","25135935_fullText_152","25135935_fullText_155"]		25135935
Digitonin	C0012256	MENTIONED_IN	["27338358_fullText_29","27338358_fullText_105","27338358_fullText_105"]		27338358
Digitonin	C0012256	MENTIONED_IN	["32969598_fullText_59"]		32969598
Digitonin	C0012256	MENTIONED_IN	["25835550_fullText_25","25835550_fullText_69"]		25835550
Digitonin	C0012256	MENTIONED_IN	["26804654_fullText_31","26804654_fullText_34","26804654_fullText_35","26804654_fullText_49","26804654_fullText_74","26804654_fullText_91","26804654_fullText_125"]		26804654
Digitonin	C0012256	MENTIONED_IN	["24399447_fullText_40","24399447_fullText_157"]		24399447
Digitonin	C0012256	MENTIONED_IN	["26824698_fullText_3","26824698_fullText_22","26824698_fullText_79"]		26824698
Digitonin	C0012256	MENTIONED_IN	["32162843_fullText_40","32162843_fullText_40"]		32162843
Digitonin	C0012256	MENTIONED_IN	["27502960_fullText_6"]		27502960
Digitonin	C0012256	COEXISTS_WITH	["24399447_fullText_157"]	Buffers	C0006353
Digitonin	C0012256	MENTIONED_IN	["1946426_fullText_4","1946426_fullText_6"]		1946426
Digitonin	C0012256	MENTIONED_IN	["1586963_fullText_5"]		1586963
Digitonin	C0012256	MENTIONED_IN	["36652070_fullText_7","36652070_fullText_10"]		36652070
Digitonin	C0012256	MENTIONED_IN	["8892026_fullText_5"]		8892026
Digitonin	C0012256	MENTIONED_IN	["2821802_fullText_3"]		2821802
Digitonin	C0012256	MENTIONED_IN	["8077184_fullText_1"]		8077184
Digitonin	C0012256	MENTIONED_IN	["15269007_fullText_3"]		15269007
malate	C0220873	PART_OF	["26824698_fullText_10","25164807_fullText_68","26824698_fullText_7","26824698_fullText_15","26824698_fullText_17","26824698_fullText_57","24399447_fullText_126"]	Glutamate	C0220839
malate	C0220873	PART_OF	["25164807_fullText_29"]	Proton Pump	C0018440
malate	C0220873	PART_OF	["26824698_fullText_57"]	Wild Type	C1883559
malate	C0220873	AFFECTS	["34571904_fullText_198"]	respiratory gaseous exchange in organisms	C1160636
malate	C0220873	MENTIONED_IN	["39472629_fullText_33"]		39472629
malate	C0220873	MENTIONED_IN	["30429455_fullText_6","30429455_fullText_22","30429455_fullText_77","30429455_fullText_85"]		30429455
malate	C0220873	MENTIONED_IN	["8830176_fullText_3"]		8830176
malate	C0220873	MENTIONED_IN	["26824698_fullText_10","26824698_fullText_10","26824698_fullText_10","26824698_fullText_11","26824698_fullText_7","26824698_fullText_7","26824698_fullText_9","26824698_fullText_15","26824698_fullText_15","26824698_fullText_17","26824698_fullText_17","26824698_fullText_18","26824698_fullText_29","26824698_fullText_57","26824698_fullText_57","26824698_fullText_57","26824698_fullText_57","26824698_fullText_57","26824698_fullText_58","26824698_fullText_60","26824698_fullText_60","26824698_fullText_61","26824698_fullText_62","26824698_fullText_62","26824698_fullText_69","26824698_fullText_70"]		26824698
malate	C0220873	MENTIONED_IN	["8476414_fullText_2"]		8476414
malate	C0220873	MENTIONED_IN	["4050316_fullText_2"]		4050316
malate	C0220873	MENTIONED_IN	["37196883_fullText_4"]		37196883
malate	C0220873	MENTIONED_IN	["34139299_fullText_10"]		34139299
malate	C0220873	MENTIONED_IN	["34495967_fullText_2"]		34495967
malate	C0220873	MENTIONED_IN	["24399447_fullText_13","24399447_fullText_16","24399447_fullText_25","24399447_fullText_125","24399447_fullText_126","24399447_fullText_130","24399447_fullText_132","24399447_fullText_151","24399447_fullText_156"]		24399447
malate	C0220873	MENTIONED_IN	["31996177_fullText_25","31996177_fullText_26","31996177_fullText_26","31996177_fullText_47","31996177_fullText_96"]		31996177
malate	C0220873	MENTIONED_IN	["25835550_fullText_26","25835550_fullText_30","25835550_fullText_82"]		25835550
malate	C0220873	MENTIONED_IN	["20819849_fullText_52"]		20819849
malate	C0220873	MENTIONED_IN	["26565911_fullText_24"]		26565911
malate	C0220873	MENTIONED_IN	["32130224_fullText_118","32130224_fullText_123"]		32130224
malate	C0220873	MENTIONED_IN	["34571904_fullText_198","34571904_fullText_221","34571904_fullText_221"]		34571904
malate	C0220873	MENTIONED_IN	["27502960_fullText_21","27502960_fullText_21"]		27502960
malate	C0220873	MENTIONED_IN	["31957011_fullText_64"]		31957011
malate	C0220873	MENTIONED_IN	["987681_fullText_2"]		987681
malate	C0220873	AUGMENTS	["26824698_fullText_60"]	respiratory gaseous exchange in organisms	C1160636
malate	C0220873	STIMULATES	["30429455_fullText_85"]	Pyruvate	C0244104
malate	C0220873	compared_with	["26824698_fullText_9"]	electron donor	C0599915
malate	C0220873	compared_with	["25835550_fullText_82"]	Rotenone	C0035871
malate	C0220873	compared_with	["26824698_fullText_57"]	malate	C0220873
malate	C0220873	higher_than	["26824698_fullText_9"]	electron donor	C0599915
malate	C0220873	CONVERTS_TO	["27502960_fullText_21"]	Acetyl Coenzyme A	C0001026
malate	C0220873	CONVERTS_TO	["27502960_fullText_21"]	Pyruvate	C0244104
alpha Ketoglutarate	C1291208	MENTIONED_IN	["38685873_fullText_1"]		38685873
