Gene1	Gene1_id	RELATION	PROVENANCE	Gene2	Gene2_id
NDUFAF2 gene	C1826392	COEXISTS_WITH	["27344355_fullText_10"]	POLG gene	C1418731
NDUFS7 gene	C1417650	COEXISTS_WITH	["38478578_fullText_59"]	NDUFS8 gene	C1417651
NDUFS7 gene	C1417650	COEXISTS_WITH	["38478578_fullText_80"]	MT-ND4 gene	C1537992
NDUFS7 gene	C1417650	COEXISTS_WITH	["32335026_fullText_9"]	NDUFS4 gene	C1417647
NDUFS7 gene	C1417650	COEXISTS_WITH	["34849584_fullText_122"]	NDUFAF2 gene	C1826392
LRPPRC gene	C1423677	INTERACTS_WITH	["17050673_fullText_4","33085679_fullText_3"]	Genes, Mitochondrial	C1563761
LRPPRC gene	C1423677	STIMULATES	["17050673_fullText_6"]	Genes, Mitochondrial	C1563761
YAP1 gene	C1424135	INHIBITS	["32203162_fullText_4"]	GTF2H1 gene	C1333723
HDAC6 gene	C1333895	INHIBITS	["38497605_fullText_150"]	CDH1 gene	C0694872
HDAC6 gene	C1333895	INHIBITS	["28535287_fullText_50"]	HDAC1 gene	C1333891
HDAC6 gene	C1333895	INHIBITS	["28535287_fullText_50"]	HDAC9 gene	C1422386
MELAS gene	C1417109	COEXISTS_WITH	["17895983_fullText_76"]	Open Reading Frames	C0079941
MELAS gene	C1417109	COEXISTS_WITH	["10672326_fullText_2"]	MRRF gene	C1417252
MELAS gene	C1417109	compared_with	["8237691_fullText_2"]	MELAS gene	C1417109
DNAJC30 gene	C2681419	COEXISTS_WITH	["38478578_fullText_88"]	NDUFS8 gene	C1417651
DNAJC30 gene	C2681419	COEXISTS_WITH	["38478578_fullText_88"]	NDUFS7 gene	C1417650
DNAJC30 gene	C2681419	COEXISTS_WITH	["35148383_fullText_52","38478578_fullText_88"]	NDUFS2 gene	C1417645
DNAJC30 gene	C2681419	COEXISTS_WITH	["35148383_fullText_1"]	LHON gene	C1416849
LHON gene	C1416849	COEXISTS_WITH	["35148383_fullText_27","35148383_fullText_55"]	DNAJC30 gene	C2681419
LHON gene	C1416849	COEXISTS_WITH	["35148383_fullText_55"]	NDUFS2 gene	C1417645
LHON gene	C1416849	COEXISTS_WITH	["35148383_fullText_55"]	MCAT gene	C1825950
LHON gene	C1416849	COEXISTS_WITH	["17276742_fullText_1","35148383_fullText_28"]	Genome, Mitochondrial	C1819716
Exome	C3178814	COEXISTS_WITH	["38459834_fullText_44"]	NDUFS6 gene	C1417649
Exome	C3178814	COEXISTS_WITH	["29390429_fullText_6"]	CHRND gene	C1413411
Exome	C3178814	COEXISTS_WITH	["28645153_fullText_2"]	PNPT1 gene	C1427960
Exome	C3178814	COEXISTS_WITH	["35339718_fullText_5"]	SRD5A3 gene	C2240046
TACO1 gene	C1824568	COEXISTS_WITH	["32130224_fullText_10"]	MT-CO1 gene	C1537985
DLD gene	C1414063	COEXISTS_WITH	["33661577_fullText_90"]	PDHA1 gene	C1418437
DLD gene	C1414063	PRODUCES	["35792828_fullText_47"]	EOMES gene	C1414420
DLD gene	C1414063	INHIBITS	["35792828_fullText_67"]	POU3F2 gene	C1418762
DLD gene	C1414063	INHIBITS	["35792828_fullText_64"]	FATE1 gene	C1539479
GDF15 gene	C1335222	STIMULATES	["38870029_fullText_27"]	DDIT3 gene	C1413947
GDF15 gene	C1335222	STIMULATES	["38870029_fullText_27"]	ATF4 gene	C1412617
NDUFAF5 gene	C1423817	COEXISTS_WITH	["19542079_fullText_99"]	CRLS1 gene	C1824795
NDUFAF5 gene	C1423817	INTERACTS_WITH	["19542079_fullText_9","19542079_fullText_86"]	NDUFB3 gene	C1417635
PYROXD2 gene	C1428119	COEXISTS_WITH	["35055180_fullText_126"]	CEL gene	C1413336
IMMT gene	C1416423	COEXISTS_WITH	["30001213_fullText_6"]	PTS gene	C1419129
JAG1 wt Allele	C2697827	compared_with	["17484755_fullText_4"]	JAG1 wt Allele	C2697827
MCAT gene	C1825950	STIMULATES	["30059502_fullText_21"]	C21orf2 gene	C1412946
SLC39A8 gene	C1427169	STIMULATES	["26637979_fullText_6"]	C8orf17 gene	C1425057
MT-CYB gene	C1537988	COEXISTS_WITH	["34928236_fullText_0"]	MT-ATP6 gene	C1537983
MT-CYB gene	C1537988	COEXISTS_WITH	["34928236_fullText_0"]	MT-ATP8 gene	C1537984
SLCO2A1 gene	C1420129	COEXISTS_WITH	["32630370_fullText_92"]	SCN5A gene	C1419864
ATF4 gene	C1412617	COEXISTS_WITH	["35211808_fullText_97"]	PMM2 gene	C1418674
ATF4 gene	C1412617	STIMULATES	["32145091_fullText_153"]	EIF2AK3 gene	C1414326
HIBCH gene	C1415543	COEXISTS_WITH	["24299452_fullText_58"]	Open Reading Frames	C0079941
ETFA gene	C1414471	INTERACTS_WITH	["24498361_fullText_68","24498361_fullText_104","24498361_fullText_123"]	GCDH gene	C1415009
NDUFS6 gene	C1417649	compared_with	["38177503_fullText_88"]	NDUFAF2 gene	C1826392
NDUFS6 gene	C1417649	COEXISTS_WITH	["33629572_fullText_6"]	IVD gene	C1416523
PEX13 gene	C1418474	COEXISTS_WITH	["10871277_fullText_57"]	PEX2 gene	C1419149
PEX13 gene	C1418474	COEXISTS_WITH	["10871277_fullText_56"]	PHEX gene	C1418526
PEX13 gene	C1418474	INTERACTS_WITH	["35854306_fullText_168","27827795_fullText_27"]	PEX14 gene	C1418475
PEX13 gene	C1418474	INTERACTS_WITH	["35854306_fullText_168","27827795_fullText_27"]	PEX5 gene	C1419151
PEX13 gene	C1418474	STIMULATES	["27827795_fullText_9"]	TOMM20 gene	C1427202
LAMB2 gene	C1416781	STIMULATES	["21876163_fullText_7"]	LAMB1 gene	C1416780
DOLK gene	C1428074	COEXISTS_WITH	["25270028_fullText_123"]	MPDU1 gene	C1417235
GCDH gene	C1415009	COEXISTS_WITH	["34344405_fullText_25"]	Genome	C0017428
GCDH gene	C1415009	COEXISTS_WITH	["34344405_fullText_25"]	Genome, Human	C0017429
GCDH gene	C1415009	COEXISTS_WITH	["24498361_fullText_70"]	ETFB gene	C1414472
GCDH gene	C1415009	COEXISTS_WITH	["24594605_fullText_50"]	GRIA2 gene	C1415288
GCDH gene	C1415009	COEXISTS_WITH	["28389991_fullText_4"]	SLC14A2 gene	C1420099
GCDH gene	C1415009	INHIBITS	["25333616_fullText_10"]	Candidate Disease Gene	C1332838
GCDH gene	C1415009	INHIBITS	["35157847_fullText_179"]	TEAD2 gene	C1420680
GCDH gene	C1415009	INTERACTS_WITH	["24498361_fullText_51","24498361_fullText_52","24498361_fullText_69","24498361_fullText_83"]	DLST gene	C1414073
GCDH gene	C1415009	INTERACTS_WITH	["24498361_fullText_52","24498361_fullText_68","24498361_fullText_83","24498361_fullText_86","24498361_fullText_87"]	ETFB gene	C1414472
GCDH gene	C1415009	PRODUCES	["23658800_fullText_70"]	GAPDH gene	C1414968
GCDH gene	C1415009	PRODUCES	["35157847_fullText_13"]	SIRT5 gene	C1423065
GCDH gene	C1415009	compared_with	["24594605_fullText_58"]	SLC1A2 gene	C1420120
GCDH gene	C1415009	CONVERTS_TO	["32992790_fullText_109"]	CEL gene	C1413336
NPTX2 gene	C1417813	COEXISTS_WITH	["30379275_fullText_58"]	MT-ATP6 gene	C1537983
NPTX2 gene	C1417813	COEXISTS_WITH	["9221962_fullText_1"]	Genome, Mitochondrial	C1819716
NPTX2 gene	C1417813	compared_with	["17855363_fullText_7"]	Wild Type	C1883559
SF3B1 wt Allele	C3273937	COEXISTS_WITH	["32130224_fullText_1"]	Genes, Mitochondrial	C1563761
SF3B1 wt Allele	C3273937	COEXISTS_WITH	["29441734_fullText_8"]	DMPK gene	C1414085
NLRP1 wt Allele	C3538756	COEXISTS_WITH	["34626116_fullText_5"]	CFP gene	C1418482
NLRP1 wt Allele	C3538756	INHIBITS	["35943523_fullText_6"]	CPB2 gene	C1413666
NLRP1 wt Allele	C3538756	STIMULATES	["37221325_fullText_5"]	DRD2 gene	C1333253
NLRP1 wt Allele	C3538756	PRODUCES	["37221325_fullText_3"]	DRD2 gene	C1333253
PRRT2 wt Allele	C3539645	INHIBITS	["34148230_fullText_8"]	TAC1 wt Allele	C1705924
PRRT2 wt Allele	C3539645	STIMULATES	["24376746_fullText_39"]	CELF1 gene	C1413824
PRRT2 wt Allele	C3539645	PRODUCES	["31968060_fullText_148"]	KCNA4 gene	C1416547
NDUFC2 gene	C1417643	lower_than	["32969598_fullText_72"]	NDUFC2 gene	C1417643
NDUFC2 gene	C1417643	compared_with	["32969598_fullText_59","32969598_fullText_72"]	NDUFC2 gene	C1417643
MT-ND2 gene	C1537990	ISA	["35217561_fullText_1"]	Genes, Mitochondrial	C1563761
KIAA1279 gene	C1428077	COEXISTS_WITH	["28129118_fullText_210"]	DMPK gene	C1414085
GAD2 gene	C1414926	STIMULATES	["39231983_fullText_84"]	CNR1 gene	C1413554
GAD2 gene	C1414926	INHIBITS	["39231983_fullText_52"]	TMEM119 gene	C1823380
CCL21 gene	C1332684	compared_with	["26940433_fullText_46"]	LGALS4 gene	C1416832
LSS gene	C1416926	COEXISTS_WITH	["38478578_fullText_62","38478578_fullText_80"]	NDUFS8 gene	C1417651
LSS gene	C1416926	COEXISTS_WITH	["38478578_fullText_62","38478578_fullText_80"]	NDUFS2 gene	C1417645
LSS gene	C1416926	COEXISTS_WITH	["38478578_fullText_81"]	Genes, vif	C0079429
LSS gene	C1416926	COEXISTS_WITH	["38478578_fullText_6"]	MT-ND1 gene	C1537989
LSS gene	C1416926	COEXISTS_WITH	["38478578_fullText_62","38478578_fullText_80"]	NDUFA9 gene	C1417630
LSS gene	C1416926	INHIBITS	["38478578_fullText_3"]	MT-ND4 gene	C1537992
LSS gene	C1416926	COEXISTS_WITH	["38478578_fullText_5"]	DNAJC30 gene	C2681419
LSS gene	C1416926	COEXISTS_WITH	["35216885_fullText_3","38478578_fullText_2"]	Genes, Mitochondrial	C1563761
MRPL39 gene	C1422361	PRODUCES	["37133451_fullText_4"]	CFC1 gene	C1332788
NDUFS2 gene	C1417645	COEXISTS_WITH	["38478578_fullText_80"]	MT-ND4 gene	C1537992
NDUFS2 gene	C1417645	COEXISTS_WITH	["15576045_fullText_6"]	Alleles	C0002085
NDUFS2 gene	C1417645	COEXISTS_WITH	["20819849_fullText_141"]	AKR1A1 wt Allele	C3715044
NDUFS2 gene	C1417645	INHIBITS	["35872650_fullText_39"]	NDUFS4 gene	C1417647
NDUFS8 gene	C1417651	COEXISTS_WITH	["38478578_fullText_80"]	MT-ND4 gene	C1537992
NDUFS8 gene	C1417651	COEXISTS_WITH	["36557887_fullText_81"]	ACACA wt Allele	C3541413
NDUFS8 gene	C1417651	ASSOCIATED_WITH	["36557887_fullText_71"]	PPP1R14B gene	C1418632
NDUFA10 gene	C1417621	COEXISTS_WITH	["38177503_fullText_74"]	MT-ND6 gene	C1537995
COX10 gene	C1413629	COEXISTS_WITH	["39152498_fullText_16"]	Wild Type	C1883559
SCN5A gene	C1419864	COEXISTS_WITH	["27063795_fullText_59"]	AAVS1 gene	C1412056
SCN5A gene	C1419864	COEXISTS_WITH	["32630370_fullText_95"]	SLCO2A1 gene	C1420129
SCN5A gene	C1419864	INHIBITS	["27063795_fullText_43"]	MBNL1 gene	C1417055
SCN5A gene	C1419864	INHIBITS	["27063795_fullText_56"]	SCN1B gene	C1419857
SCN5A gene	C1419864	PRODUCES	["27063795_fullText_50"]	MIXL1 gene	C1421951
SGCA gene	C1420005	COEXISTS_WITH	["33619652_fullText_6","33619652_fullText_98","33619652_fullText_100"]	PMM2 gene	C1418674
SSBP1 gene	C1420424	COEXISTS_WITH	["31479473_fullText_8"]	POLG gene	C1418731
SSBP1 gene	C1420424	lower_than	["31479473_fullText_116"]	SSBP1 gene	C1420424
SSBP1 gene	C1420424	compared_with	["31479473_fullText_116","31479473_fullText_167"]	SSBP1 gene	C1420424
UROD wt Allele	C2987231	higher_than	["35205402_fullText_44"]	UROD wt Allele	C2987231
UROD wt Allele	C2987231	compared_with	["35205402_fullText_44"]	UROD wt Allele	C2987231
AGL gene	C1412279	COEXISTS_WITH	["36579437_fullText_5"]	PGM1 gene	C1418516
AGL gene	C1412279	COEXISTS_WITH	["31454184_fullText_3","31454184_fullText_62"]	SURF1 gene	C1420527
SLC17A6 gene	C1424492	COEXISTS_WITH	["34849584_fullText_195","34849584_fullText_199"]	NDUFS4 gene	C1417647
SLC17A6 gene	C1424492	COEXISTS_WITH	["34849584_fullText_199"]	GYPE gene	C1415376
SLC17A6 gene	C1424492	COEXISTS_WITH	["35999323_fullText_8"]	SYT1 gene	C1420556
SLC17A6 gene	C1424492	COEXISTS_WITH	["35999323_fullText_8"]	SYT2 gene	C1420557
Protein coding gene	C3839127	COEXISTS_WITH	["34928236_fullText_41"]	MT-TA gene	C1537998
Protein coding gene	C3839127	COEXISTS_WITH	["34928236_fullText_0"]	Genome, Mitochondrial	C1819716
COX4I1 gene	C1413634	COEXISTS_WITH	["14607829_fullText_10"]	MT-CO1 gene	C1537985
NDUFB8 gene	C1417640	higher_than	["20819849_fullText_143"]	NDUFS2 gene	C1417645
NDUFB8 gene	C1417640	compared_with	["20819849_fullText_143"]	NDUFS2 gene	C1417645
MTFMT gene	C1826321	INHIBITS	["24461907_fullText_5"]	MT-TA gene	C1537998
C21orf2 gene	C1412946	COEXISTS_WITH	["38459834_fullText_8"]	AKR1A1 wt Allele	C3715044
NDUFA2 gene	C1417622	COEXISTS_WITH	["19542079_fullText_5"]	MT-ND6 gene	C1537995
NDUFA2 gene	C1417622	COEXISTS_WITH	["19542079_fullText_5"]	MT-ND5 gene	C1537994
NDUFA2 gene	C1417622	COEXISTS_WITH	["19542079_fullText_5"]	MT-ND2 gene	C1537990
NDUFA2 gene	C1417622	COEXISTS_WITH	["19542079_fullText_5"]	MT-ND3 gene	C1537991
NDUFA2 gene	C1417622	COEXISTS_WITH	["19542079_fullText_5"]	IVNS1ABP gene	C1424660
NDUFA2 gene	C1417622	COEXISTS_WITH	["19542079_fullText_5"]	NDUFV1 gene	C1417652
SLC22A5 gene	C1420140	COEXISTS_WITH	["37890575_fullText_8","33050909_abstract_6"]	SLC25A13 gene	C1420154
AGFG1 gene	C1415715	COEXISTS_WITH	["32629928_fullText_140"]	PMM2 gene	C1418674
Neomycin resistance gene	C1366752	COEXISTS_WITH	["28109742_fullText_7"]	LRP2 wt Allele	C3811119
MFN2 gene	C1424611	COEXISTS_WITH	["39088078_fullText_139"]	ATXN3 gene	C1538301
ACADVL gene	C1412110	COEXISTS_WITH	["19639238_fullText_6"]	ACAD10 gene	C1427635
MRRF gene	C1417252	COEXISTS_WITH	["10672326_fullText_3"]	C10orf2 gene	C1418458
ZNF521 wt Allele	C3273676	COEXISTS_WITH	["24341803_fullText_4"]	LIPT1 gene	C1428876
TYMP wt Allele	C1705440	ISA	["37448106_fullText_1"]	TYMP gene	C1333327
TYMP wt Allele	C1705440	COEXISTS_WITH	["37448106_fullText_1"]	TYMP gene	C1333327
TYMP wt Allele	C1705440	COEXISTS_WITH	["22422207_fullText_4"]	POLG gene	C1418731
RASA1 wt Allele	C2984552	ISA	["23361976_fullText_2"]	RASA1 gene	C1419277
COX5A gene	C1413636	COEXISTS_WITH	["14607829_fullText_10"]	MT-CO1 gene	C1537985
NFE2L1 gene	C1417700	COEXISTS_WITH	["33315951_fullText_70"]	ELF4 gene	C1414377
NFE2L1 gene	C1417700	COEXISTS_WITH	["30135079_fullText_42","30135079_fullText_85","30740912_fullText_49"]	NGLY1 gene	C1425023
NFE2L1 gene	C1417700	INTERACTS_WITH	["35406718_fullText_163","30135079_fullText_43","32259258_fullText_49","32259258_fullText_80","31615832_fullText_2"]	NGLY1 gene	C1425023
NFE2L1 gene	C1417700	STIMULATES	["34697631_fullText_6","32283553_fullText_56","36102038_fullText_13"]	NGLY1 gene	C1425023
NFE2L1 gene	C1417700	STIMULATES	["30135079_fullText_3"]	TREX1 gene	C1336670
NFE2L1 gene	C1417700	PRODUCES	["35406718_fullText_213"]	NGLY1 gene	C1425023
NDUFA9 gene	C1417630	COEXISTS_WITH	["38177503_fullText_112"]	NDUFS4 gene	C1417647
Enzyme Gene	C1333402	INHIBITS	["26169831_fullText_5"]	CELF1 gene	C1413824
PGC gene	C1418503	INHIBITS	["28456629_fullText_49"]	GLB1 wt Allele	C3811114
Structural gene	C0017366	COEXISTS_WITH	["19542079_fullText_5"]	NDUFV1 gene	C1417652
Structural gene	C0017366	COEXISTS_WITH	["19542079_fullText_5"]	IVNS1ABP gene	C1424660
Structural gene	C0017366	COEXISTS_WITH	["19542079_fullText_5"]	MT-ND5 gene	C1537994
Structural gene	C0017366	COEXISTS_WITH	["19542079_fullText_5"]	MT-ND6 gene	C1537995
Structural gene	C0017366	COEXISTS_WITH	["19542079_fullText_5"]	MT-ND2 gene	C1537990
Structural gene	C0017366	COEXISTS_WITH	["19542079_fullText_5"]	MT-ND3 gene	C1537991
chromosome 17q	C1327938	COEXISTS_WITH	["19503089_fullText_5"]	TACO1 gene	C1824568
PDP1 gene	C1418818	INHIBITS	["35792828_fullText_48"]	FATE1 gene	C1539479
TFAM gene	C1420696	INHIBITS	["30059502_fullText_203"]	LGALS4 gene	C1416832
TFAM gene	C1420696	compared_with	["19036942_fullText_4"]	UCP2 gene	C1421314
TFAM gene	C1420696	compared_with	["30059502_fullText_58","30059502_fullText_83","30059502_fullText_296","30059502_fullText_298","30059502_fullText_300","30059502_fullText_302","30059502_fullText_304","30059502_fullText_306"]	TFAM gene	C1420696
Ribosomal RNA Genes	C0035899	COEXISTS_WITH	["17503499_fullText_2"]	Genes, Mitochondrial	C1563761
NDUFA8 gene	C1417629	COEXISTS_WITH	["15576045_fullText_6"]	Alleles	C0002085
ABR gene	C1412101	COEXISTS_WITH	["27879482_fullText_2"]	CCT3 gene	C1413195
Pseudogenes	C0033799	COEXISTS_WITH	["9425221_fullText_6"]	PMM2 gene	C1418674
CCDC115 gene	C1824644	COEXISTS_WITH	["33413482_fullText_9"]	ATP7B gene	C1412689
CCDC115 gene	C1824644	compared_with	["32145091_fullText_71"]	TMEM199 gene	C1425293
CCDC115 gene	C1824644	COEXISTS_WITH	["32629928_fullText_86"]	TMEM199 gene	C1425293
SLC35A3 gene	C1420189	COEXISTS_WITH	["26739145_fullText_87"]	GFPT1 gene	C1415046
SLC35A3 gene	C1420189	COEXISTS_WITH	["26739145_fullText_87"]	PGM3 gene	C1418518
SLC35A3 gene	C1420189	COEXISTS_WITH	["26739145_fullText_87"]	GNE gene	C1428183
SLC1A2 gene	C1420120	COEXISTS_WITH	["24594605_fullText_58"]	GCDH gene	C1415009
SLC1A2 gene	C1420120	compared_with	["24594605_fullText_57"]	SLC1A3 gene	C1420121
CFP gene	C1418482	COEXISTS_WITH	["33819533_fullText_3"]	NLRP1 wt Allele	C3538756
CFP gene	C1418482	INHIBITS	["10817622_fullText_2"]	NLRP1 wt Allele	C3538756
CFP gene	C1418482	STIMULATES	["34571049_fullText_11"]	GRM5 gene	C1333712
CD200R1 gene	C1540290	INHIBITS	["36736068_fullText_5","37536620_fullText_4"]	HCRTR1 gene	C1415501
CD200R1 gene	C1540290	COEXISTS_WITH	["36736068_fullText_11"]	NLRP1 wt Allele	C3538756
NR5A2 gene	C1417839	INHIBITS	["34058248_fullText_12"]	FAAH gene	C1414512
GAD1 gene	C1414925	STIMULATES	["33798645_fullText_6"]	NPTX2 gene	C1417813
CYP2D6 gene	C1332830	compared_with	["34751931_fullText_8","36001461_fullText_4"]	CYP2D6 gene	C1332830
CYP2D6 gene	C1332830	higher_than	["34751931_fullText_8"]	CYP2D6 gene	C1332830
OPN1SW gene	C1412770	compared_with	["33739732_fullText_5"]	SRI gene	C1420401
OPN1SW gene	C1412770	same_as	["33739732_fullText_5"]	SRI gene	C1420401
SRI gene	C1420401	compared_with	["34486740_fullText_6"]	SRI gene	C1420401
LAMA1 gene	C1416775	STIMULATES	["33926177_fullText_1"]	NEUROD1 gene	C1417683
LAMA1 gene	C1416775	compared_with	["36127353_fullText_1"]	LAMA1 gene	C1416775
HDAC1 gene	C1333891	COEXISTS_WITH	["34245815_fullText_6"]	ACAN gene	C1412277
CNR1 gene	C1413554	STIMULATES	["33800024_fullText_5","36154844_fullText_4","33998869_fullText_5"]	CNR2 gene	C1413555
CNR1 gene	C1413554	STIMULATES	["33769699_fullText_8"]	ANLN gene	C1422396
ROCK1 gene	C1335631	INHIBITS	["36720358_fullText_5"]	RHOA gene	C0812234
KEAP1 gene	C1427969	COEXISTS_WITH	["30135079_fullText_54"]	NGLY1 gene	C1425023
NPDC1 gene	C1417778	compared_with	["36355257_fullText_9"]	LEP wt Allele	C2986870
SNAI1 gene	C1420267	COEXISTS_WITH	["34245815_fullText_6"]	ACAN gene	C1412277
CNR2 gene	C1413555	PRODUCES	["39231983_fullText_82"]	GPR55 gene	C1415245
SPNS1 gene	C2240043	COEXISTS_WITH	["35792828_fullText_35"]	DLD gene	C1414063
GRIN2B gene	C1415300	COEXISTS_WITH	["33760644_fullText_3","33760644_fullText_12"]	ACACA wt Allele	C3541413
GRIN2B gene	C1415300	COEXISTS_WITH	["35102781_fullText_1"]	CFP gene	C1418482
CBR1 gene	C1413154	COEXISTS_WITH	["39231983_fullText_81"]	GPR55 gene	C1415245
GRIN1 gene	C1415298	COEXISTS_WITH	["35102781_fullText_1"]	CFP gene	C1418482
GRIN1 gene	C1415298	compared_with	["33773999_fullText_7"]	Wild Type	C1883559
GRIN2A gene	C1415299	INHIBITS	["33892271_fullText_5"]	GRIN1 gene	C1415298
GRIN2A gene	C1415299	COEXISTS_WITH	["35102781_fullText_1"]	CFP gene	C1418482
GRIA1 gene	C1415287	PRODUCES	["34924558_fullText_11"]	CFP gene	C1418482
DRD2 gene	C1333253	INHIBITS	["36834637_fullText_8"]	HNRNPD wt Allele	C3540626
DRD2 gene	C1333253	INHIBITS	["35487304_fullText_4"]	SLC6A3 wt Allele	C3813713
DRD2 gene	C1333253	STIMULATES	["34118099_fullText_4"]	CEL gene	C1413336
DRD2 gene	C1333253	PRODUCES	["34387814_fullText_6"]	MSN gene	C1417371
STX2 gene	C1823140	STIMULATES	["35458662_fullText_5"]	SH2D1A gene	C1420017
IGSF6 gene	C1416375	compared_with	["35234838_fullText_3"]	IGSF6 gene	C1416375
FOXM1 wt Allele	C3538717	INHIBITS	["33998879_fullText_9"]	CNR1 gene	C1413554
FOXM1 wt Allele	C3538717	COEXISTS_WITH	["34356115_fullText_3"]	CFP gene	C1418482
FOXM1 wt Allele	C3538717	STIMULATES	["37572634_fullText_2"]	CNR1 gene	C1413554
UCP1 gene	C1421313	COEXISTS_WITH	["34517131_fullText_7"]	PEX13 gene	C1418474
ANLN gene	C1422396	INTERACTS_WITH	["34012003_fullText_6","37834323_fullText_7"]	CNR1 gene	C1413554
ANLN gene	C1422396	STIMULATES	["36154844_fullText_4"]	CNR2 gene	C1413555
ANLN gene	C1422396	STIMULATES	["33769699_fullText_4","33769699_fullText_7","33908179_fullText_1"]	CNR1 gene	C1413554
ANLN gene	C1422396	compared_with	["33807614_fullText_3"]	CLINT1 gene	C1824745
ANLN gene	C1422396	compared_with	["34781870_fullText_3","35075053_fullText_3"]	ANLN gene	C1422396
ANLN gene	C1422396	higher_than	["33807614_fullText_3"]	CLINT1 gene	C1824745
MGAT1 gene	C1417133	STIMULATES	["34597607_fullText_5"]	OPRK1 gene	C1417963
KRT14 wt Allele	C3810568	COEXISTS_WITH	["34863129_fullText_6"]	MKI67 gene	C1334508
CPB2 gene	C1413666	COEXISTS_WITH	["34588513_fullText_3"]	NLRP1 wt Allele	C3538756
P2RX3 gene	C1418212	INHIBITS	["33986030_fullText_8"]	AES gene	C1412268
KRT3 gene	C1416740	COEXISTS_WITH	["34863129_fullText_6"]	MKI67 gene	C1334508
STAT3 gene	C1367307	INHIBITS	["33811838_fullText_7"]	PTGES gene	C1419067
ADORA2B gene	C1412247	INTERACTS_WITH	["36786018_fullText_7","36786018_fullText_10","36786018_fullText_13"]	SLC22A3 wt Allele	C3812262
THEMIS gene	C1427618	COEXISTS_WITH	["24376746_fullText_42"]	CST12P gene	C3539520
LY86 gene	C1424584	COEXISTS_WITH	["25958258_fullText_1","20220451_fullText_4"]	DMPK gene	C1414085
LY86 gene	C1424584	compared_with	["25546341_fullText_2","25440959_fullText_2"]	LY86 gene	C1424584
TJP1 gene	C1420744	COEXISTS_WITH	["24468193_fullText_112"]	GCDH gene	C1415009
REG3A wt Allele	C3538851	COEXISTS_WITH	["30520688_fullText_60"]	NDUFS4 gene	C1417647
GRIA2 gene	C1415288	COEXISTS_WITH	["24594605_fullText_3"]	GCDH gene	C1415009
GRIA2 gene	C1415288	PRODUCES	["34924558_fullText_11"]	CFP gene	C1418482
P2RX7 gene	C1418215	INHIBITS	["36464207_fullText_7"]	P2RX3 gene	C1418212
DNAJC12 gene	C1539297	INHIBITS	["37156708_fullText_9"]	QDPR gene	C1419182
SLC12A2 gene	C1420091	INTERACTS_WITH	["33315011_fullText_22","33315011_fullText_23","33315011_fullText_45"]	NGLY1 gene	C1425023
SLC12A2 gene	C1420091	INHIBITS	["35653343_fullText_25"]	NGLY1 gene	C1425023
SLC12A2 gene	C1420091	COEXISTS_WITH	["33315011_fullText_22"]	NGLY1 gene	C1425023
SLC12A2 gene	C1420091	compared_with	["33315011_fullText_22"]	SLC12A2 gene	C1420091
TGFB1 gene	C1366557	STIMULATES	["35743206_fullText_4"]	S100A4 wt Allele	C3539541
PAX6 gene	C1418276	COEXISTS_WITH	["35792828_fullText_53"]	PDP1 gene	C1418818
HRH4 gene	C1424950	PRODUCES	["35163302_fullText_2","35163302_fullText_6"]	RHOJ gene	C1412532
ADRA2C gene	C1412261	STIMULATES	["36362437_fullText_6"]	SLC6A2 gene	C1420212
SULT1E1 gene	C1420459	compared_with	["34553515_fullText_8"]	PPID gene	C1418797
SPR gene	C1420371	COEXISTS_WITH	["17188538_fullText_25"]	Wild Type	C1883559
GSK3B gene	C1415321	COEXISTS_WITH	["36151370_fullText_9"]	WNK1 wt Allele	C3538798
GSK3B gene	C1415321	COEXISTS_WITH	["23160194_fullText_2"]	SLC14A2 gene	C1420099
NPC1 gene	C1417776	PRODUCES	["38256016_fullText_8","38256016_abstract_8"]	NLRP1 wt Allele	C3538756
NPC1 gene	C1417776	COEXISTS_WITH	["32368833_fullText_62"]	RAB3IP gene	C1424340
MIR150 wt Allele	C3811719	INHIBITS	["34403363_fullText_7"]	SPRR1A gene	C1420372
CDKN2A gene	C0525037	COEXISTS_WITH	["28330959_fullText_61"]	CLCN1 gene	C1413450
MSN gene	C1417371	PRODUCES	["34493594_fullText_5"]	ERBB2 gene	C0242957
MSN gene	C1417371	COEXISTS_WITH	["34493594_fullText_11"]	ERBB2 gene	C0242957
BST1 gene	C1412830	PRODUCES	["34376746_fullText_1"]	COMT gene	C1135159
KCNQ1 gene	C1416612	compared_with	["21459285_fullText_3"]	Wild Type	C1883559
KCNQ1 gene	C1416612	compared_with	["21459285_fullText_2"]	KCNQ1 gene	C1416612
GLUD1 gene	C1415113	INHIBITS	["34173171_fullText_3"]	NLRP1 wt Allele	C3538756
SCARNA5 gene	C1822629	INHIBITS	["37848450_fullText_19"]	DDOST gene	C1413949
TRPM8 gene	C1425206	COEXISTS_WITH	["34166321_fullText_10"]	DRG1 gene	C1414151
CALD1 wt Allele	C3813548	INHIBITS	["36807142_fullText_6"]	STAT3 gene	C1367307
WDR20 gene	C1426317	COEXISTS_WITH	["26756355_fullText_70"]	DMPK gene	C1414085
WDR20 gene	C1426317	COEXISTS_WITH	["26756355_fullText_72"]	DMWD gene	C1414088
WDR20 gene	C1426317	COEXISTS_WITH	["33844468_fullText_7"]	USP12P1 gene	C1421389
