source,ensembl,opentargets,uniprot,taxon,prefname
HP_0031273,ENSG00000145863,http://purl.uniprot.org/opentargets/ENSG00000268089,http://purl.uniprot.org/uniprot/Q9UN88,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit theta
HP_0031273,ENSG00000171873,http://purl.uniprot.org/opentargets/ENSG00000274286,http://purl.uniprot.org/uniprot/P18089,http://purl.uniprot.org/taxonomy/9606,Alpha-2B adrenergic receptor
HP_0031273,ENSG00000163288,http://purl.uniprot.org/opentargets/ENSG00000010810,http://purl.uniprot.org/uniprot/P06241,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Fyn
HP_0031273,ENSG00000186297,http://purl.uniprot.org/opentargets/ENSG00000027075,http://purl.uniprot.org/uniprot/P24723,http://purl.uniprot.org/taxonomy/9606,Protein kinase C eta type
HP_0031273,ENSG00000102287,http://purl.uniprot.org/opentargets/ENSG00000037280,http://purl.uniprot.org/uniprot/P35916,http://purl.uniprot.org/taxonomy/9606,Vascular endothelial growth factor receptor 3
HP_0031273,ENSG00000109158,http://purl.uniprot.org/opentargets/ENSG00000043591,http://purl.uniprot.org/uniprot/P08588,http://purl.uniprot.org/taxonomy/9606,Beta-1 adrenergic receptor
HP_0031273,ENSG00000151834,http://purl.uniprot.org/opentargets/ENSG00000048052,http://purl.uniprot.org/uniprot/Q9UKV0,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 9
HP_0031273,ENSG00000182256,http://purl.uniprot.org/opentargets/ENSG00000061273,http://purl.uniprot.org/uniprot/Q8WUI4,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 7
HP_0031273,ENSG00000274286,http://purl.uniprot.org/opentargets/ENSG00000062822,http://purl.uniprot.org/uniprot/P28340,http://purl.uniprot.org/taxonomy/9606,DNA polymerase delta catalytic subunit
HP_0031273,ENSG00000126895,http://purl.uniprot.org/opentargets/ENSG00000065675,http://purl.uniprot.org/uniprot/Q04759,http://purl.uniprot.org/taxonomy/9606,Protein kinase C theta type
HP_0031273,ENSG00000163285,http://purl.uniprot.org/opentargets/ENSG00000067606,http://purl.uniprot.org/uniprot/Q05513,http://purl.uniprot.org/taxonomy/9606,Protein kinase C zeta type
HP_0031273,ENSG00000188778,http://purl.uniprot.org/opentargets/ENSG00000068024,http://purl.uniprot.org/uniprot/P56524,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 4
HP_0031273,ENSG00000043591,http://purl.uniprot.org/opentargets/ENSG00000068078,http://purl.uniprot.org/uniprot/P22607,http://purl.uniprot.org/taxonomy/9606,Fibroblast growth factor receptor 3
HP_0031273,ENSG00000094755,http://purl.uniprot.org/opentargets/ENSG00000077097,http://purl.uniprot.org/uniprot/Q02880,http://purl.uniprot.org/taxonomy/9606,DNA topoisomerase 2-beta
HP_0031273,ENSG00000259207,http://purl.uniprot.org/opentargets/ENSG00000077514,http://purl.uniprot.org/uniprot/Q15054,http://purl.uniprot.org/taxonomy/9606,DNA polymerase delta subunit 3
HP_0031273,ENSG00000113580,http://purl.uniprot.org/opentargets/ENSG00000082898,http://purl.uniprot.org/uniprot/O14980,http://purl.uniprot.org/taxonomy/9606,Exportin-1
HP_0031273,ENSG00000169252,http://purl.uniprot.org/opentargets/ENSG00000084674,http://purl.uniprot.org/uniprot/P04114,http://purl.uniprot.org/taxonomy/9606,Apolipoprotein B-100
HP_0031273,ENSG00000151623,http://purl.uniprot.org/opentargets/ENSG00000088832,http://purl.uniprot.org/uniprot/P62942,http://purl.uniprot.org/taxonomy/9606,Peptidyl-prolyl cis-trans isomerase FKBP1A
HP_0031273,ENSG00000117601,http://purl.uniprot.org/opentargets/ENSG00000094631,http://purl.uniprot.org/uniprot/Q9UBN7,http://purl.uniprot.org/taxonomy/9606,Protein deacetylase HDAC6
MONDO_0014252,ENSG00000084674,http://purl.uniprot.org/opentargets/ENSG00000094755,http://purl.uniprot.org/uniprot/O00591,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit pi
MONDO_0014252,ENSG00000169174,http://purl.uniprot.org/opentargets/ENSG00000096968,http://purl.uniprot.org/uniprot/O60674,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase JAK2
MONDO_0014701,ENSG00000164692,http://purl.uniprot.org/opentargets/ENSG00000097007,http://purl.uniprot.org/uniprot/P00519,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase ABL1
MONDO_0014701,ENSG00000120659,http://purl.uniprot.org/opentargets/ENSG00000100385,http://purl.uniprot.org/uniprot/P14784,http://purl.uniprot.org/taxonomy/9606,Interleukin-2 receptor subunit beta
MONDO_0014701,ENSG00000108821,http://purl.uniprot.org/opentargets/ENSG00000100387,http://purl.uniprot.org/uniprot/P62877,http://purl.uniprot.org/taxonomy/9606,E3 ubiquitin-protein ligase RBX1
MONDO_0014701,ENSG00000068078,http://purl.uniprot.org/opentargets/ENSG00000100429,http://purl.uniprot.org/uniprot/Q969S8,http://purl.uniprot.org/taxonomy/9606,Polyamine deacetylase HDAC10
MONDO_0014701,ENSG00000139219,http://purl.uniprot.org/opentargets/ENSG00000100479,http://purl.uniprot.org/uniprot/P56282,http://purl.uniprot.org/taxonomy/9606,DNA polymerase epsilon subunit 2
MONDO_0019457,ENSG00000102755,http://purl.uniprot.org/opentargets/ENSG00000100804,http://purl.uniprot.org/uniprot/P28074,http://purl.uniprot.org/taxonomy/9606,Proteasome subunit beta type-5
MONDO_0019457,ENSG00000106628,http://purl.uniprot.org/opentargets/ENSG00000101336,http://purl.uniprot.org/uniprot/P08631,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase HCK
MONDO_0019457,ENSG00000113851,http://purl.uniprot.org/opentargets/ENSG00000101868,http://purl.uniprot.org/uniprot/P09884,http://purl.uniprot.org/taxonomy/9606,DNA polymerase alpha catalytic subunit
MONDO_0019457,ENSG00000122025,http://purl.uniprot.org/opentargets/ENSG00000102287,http://purl.uniprot.org/uniprot/P78334,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit epsilon
MONDO_0019457,ENSG00000068024,http://purl.uniprot.org/opentargets/ENSG00000102755,http://purl.uniprot.org/uniprot/P17948,http://purl.uniprot.org/taxonomy/9606,Vascular endothelial growth factor receptor 1
MONDO_0019457,ENSG00000100387,http://purl.uniprot.org/opentargets/ENSG00000105810,http://purl.uniprot.org/uniprot/Q00534,http://purl.uniprot.org/taxonomy/9606,Cyclin-dependent kinase 6
MONDO_0019457,ENSG00000166501,http://purl.uniprot.org/opentargets/ENSG00000106348,http://purl.uniprot.org/uniprot/P20839,http://purl.uniprot.org/taxonomy/9606,Inosine-5'-monophosphate dehydrogenase 1
MONDO_0019457,ENSG00000196591,http://purl.uniprot.org/opentargets/ENSG00000106628,http://purl.uniprot.org/uniprot/P49005,http://purl.uniprot.org/taxonomy/9606,DNA polymerase delta subunit 2
MONDO_0019457,ENSG00000100479,http://purl.uniprot.org/opentargets/ENSG00000108821,http://purl.uniprot.org/uniprot/P02452,http://purl.uniprot.org/taxonomy/9606,Collagen alpha-1(I) chain
MONDO_0019457,ENSG00000115825,http://purl.uniprot.org/opentargets/ENSG00000108840,http://purl.uniprot.org/uniprot/Q9UQL6,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 5
MONDO_0019457,ENSG00000163558,http://purl.uniprot.org/opentargets/ENSG00000109158,http://purl.uniprot.org/uniprot/P48169,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit alpha-4
MONDO_0019457,ENSG00000197122,http://purl.uniprot.org/opentargets/ENSG00000111816,http://purl.uniprot.org/uniprot/P42685,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase FRK
MONDO_0019457,ENSG00000228716,http://purl.uniprot.org/opentargets/ENSG00000113580,http://purl.uniprot.org/uniprot/P04150,http://purl.uniprot.org/taxonomy/9606,Glucocorticoid receptor
MONDO_0019457,ENSG00000101336,http://purl.uniprot.org/opentargets/ENSG00000113721,http://purl.uniprot.org/uniprot/P09619,http://purl.uniprot.org/taxonomy/9606,Platelet-derived growth factor receptor beta
MONDO_0019457,ENSG00000136573,http://purl.uniprot.org/opentargets/ENSG00000113851,http://purl.uniprot.org/uniprot/Q96SW2,http://purl.uniprot.org/taxonomy/9606,Protein cereblon
MONDO_0019457,ENSG00000146143,http://purl.uniprot.org/opentargets/ENSG00000115825,http://purl.uniprot.org/uniprot/O94806,http://purl.uniprot.org/taxonomy/9606,Serine/threonine-protein kinase D3
MONDO_0019457,ENSG00000156738,http://purl.uniprot.org/opentargets/ENSG00000116478,http://purl.uniprot.org/uniprot/Q13547,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 1
MONDO_0019457,ENSG00000167986,http://purl.uniprot.org/opentargets/ENSG00000117601,http://purl.uniprot.org/uniprot/P01008,http://purl.uniprot.org/taxonomy/9606,Antithrombin-III
MONDO_0019457,ENSG00000254087,http://purl.uniprot.org/opentargets/ENSG00000119535,http://purl.uniprot.org/uniprot/Q99062,http://purl.uniprot.org/taxonomy/9606,Granulocyte colony-stimulating factor receptor
MONDO_0019457,ENSG00000077514,http://purl.uniprot.org/opentargets/ENSG00000119772,http://purl.uniprot.org/uniprot/Q9Y6K1,http://purl.uniprot.org/taxonomy/9606,DNA (cytosine-5)-methyltransferase 3A
MONDO_0019457,ENSG00000082898,http://purl.uniprot.org/opentargets/ENSG00000120659,http://purl.uniprot.org/uniprot/O14788,http://purl.uniprot.org/taxonomy/9606,Tumor necrosis factor ligand superfamily member 11
MONDO_0019457,ENSG00000113721,http://purl.uniprot.org/opentargets/ENSG00000121966,http://purl.uniprot.org/uniprot/P61073,http://purl.uniprot.org/taxonomy/9606,C-X-C chemokine receptor type 4
MONDO_0019457,ENSG00000139842,http://purl.uniprot.org/opentargets/ENSG00000122025,http://purl.uniprot.org/uniprot/P36888,http://purl.uniprot.org/taxonomy/9606,Receptor-type tyrosine-protein kinase FLT3
MONDO_0019457,ENSG00000163932,http://purl.uniprot.org/opentargets/ENSG00000125508,http://purl.uniprot.org/uniprot/Q9H3Y6,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Srms
MONDO_0019457,ENSG00000165731,http://purl.uniprot.org/opentargets/ENSG00000126583,http://purl.uniprot.org/uniprot/P05129,http://purl.uniprot.org/taxonomy/9606,Protein kinase C gamma type
MONDO_0019457,ENSG00000134460,http://purl.uniprot.org/opentargets/ENSG00000126895,http://purl.uniprot.org/uniprot/P30518,http://purl.uniprot.org/taxonomy/9606,Vasopressin V2 receptor
MONDO_0019457,ENSG00000147099,http://purl.uniprot.org/opentargets/ENSG00000128052,http://purl.uniprot.org/uniprot/P35968,http://purl.uniprot.org/taxonomy/9606,Vascular endothelial growth factor receptor 2
MONDO_0019457,ENSG00000157404,http://purl.uniprot.org/opentargets/ENSG00000128602,http://purl.uniprot.org/uniprot/Q99835,http://purl.uniprot.org/taxonomy/9606,Protein smoothened
MONDO_0019457,ENSG00000167325,http://purl.uniprot.org/opentargets/ENSG00000130816,http://purl.uniprot.org/uniprot/P26358,http://purl.uniprot.org/taxonomy/9606,DNA (cytosine-5)-methyltransferase 1
MONDO_0019457,ENSG00000100804,http://purl.uniprot.org/opentargets/ENSG00000131747,http://purl.uniprot.org/uniprot/P11388,http://purl.uniprot.org/taxonomy/9606,DNA topoisomerase 2-alpha
MONDO_0019457,ENSG00000119535,http://purl.uniprot.org/opentargets/ENSG00000132155,http://purl.uniprot.org/uniprot/P04049,http://purl.uniprot.org/taxonomy/9606,RAF proto-oncogene serine/threonine-protein kinase
MONDO_0019457,ENSG00000126583,http://purl.uniprot.org/opentargets/ENSG00000134460,http://purl.uniprot.org/uniprot/P01589,http://purl.uniprot.org/taxonomy/9606,Interleukin-2 receptor subunit alpha
MONDO_0019457,ENSG00000167601,http://purl.uniprot.org/opentargets/ENSG00000134853,http://purl.uniprot.org/uniprot/P16234,http://purl.uniprot.org/taxonomy/9606,Platelet-derived growth factor receptor alpha
MONDO_0019457,ENSG00000171132,http://purl.uniprot.org/opentargets/ENSG00000135446,http://purl.uniprot.org/uniprot/P11802,http://purl.uniprot.org/taxonomy/9606,Cyclin-dependent kinase 4
MONDO_0019457,ENSG00000171791,http://purl.uniprot.org/opentargets/ENSG00000136573,http://purl.uniprot.org/uniprot/P51451,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Blk
MONDO_0019457,ENSG00000061273,http://purl.uniprot.org/opentargets/ENSG00000139219,http://purl.uniprot.org/uniprot/P02458,http://purl.uniprot.org/taxonomy/9606,Collagen alpha-1(II) chain
MONDO_0019457,ENSG00000097007,http://purl.uniprot.org/opentargets/ENSG00000139842,http://purl.uniprot.org/uniprot/Q13619,http://purl.uniprot.org/taxonomy/9606,Cullin-4A
MONDO_0019457,ENSG00000100429,http://purl.uniprot.org/opentargets/ENSG00000142627,http://purl.uniprot.org/uniprot/P29317,http://purl.uniprot.org/taxonomy/9606,Ephrin type-A receptor 2
MONDO_0019457,ENSG00000134853,http://purl.uniprot.org/opentargets/ENSG00000146143,http://purl.uniprot.org/uniprot/P49643,http://purl.uniprot.org/taxonomy/9606,DNA primase large subunit
MONDO_0019457,ENSG00000148229,http://purl.uniprot.org/opentargets/ENSG00000147099,http://purl.uniprot.org/uniprot/Q9BY41,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 8
MONDO_0019457,ENSG00000154229,http://purl.uniprot.org/opentargets/ENSG00000148229,http://purl.uniprot.org/uniprot/Q9NRF9,http://purl.uniprot.org/taxonomy/9606,DNA polymerase epsilon subunit 3
MONDO_0019457,ENSG00000111816,http://purl.uniprot.org/opentargets/ENSG00000151623,http://purl.uniprot.org/uniprot/P08235,http://purl.uniprot.org/taxonomy/9606,Mineralocorticoid receptor
MONDO_0019457,ENSG00000121966,http://purl.uniprot.org/opentargets/ENSG00000151834,http://purl.uniprot.org/uniprot/P47869,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit alpha-2
MONDO_0019457,ENSG00000128052,http://purl.uniprot.org/opentargets/ENSG00000154229,http://purl.uniprot.org/uniprot/P17252,http://purl.uniprot.org/taxonomy/9606,Protein kinase C alpha type
MONDO_0019457,ENSG00000135446,http://purl.uniprot.org/opentargets/ENSG00000156738,http://purl.uniprot.org/uniprot/P11836,http://purl.uniprot.org/taxonomy/9606,B-lymphocyte antigen CD20
MONDO_0019457,ENSG00000162434,http://purl.uniprot.org/opentargets/ENSG00000157404,http://purl.uniprot.org/uniprot/P10721,http://purl.uniprot.org/taxonomy/9606,Mast/stem cell growth factor receptor Kit
MONDO_0019457,ENSG00000176105,http://purl.uniprot.org/opentargets/ENSG00000162434,http://purl.uniprot.org/uniprot/P23458,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase JAK1
MONDO_0019457,ENSG00000177084,http://purl.uniprot.org/opentargets/ENSG00000163285,http://purl.uniprot.org/uniprot/Q8N1C3,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit gamma-1
MONDO_0019457,ENSG00000010810,http://purl.uniprot.org/opentargets/ENSG00000163288,http://purl.uniprot.org/uniprot/P18505,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit beta-1
MONDO_0019457,ENSG00000027075,http://purl.uniprot.org/opentargets/ENSG00000163558,http://purl.uniprot.org/uniprot/P41743,http://purl.uniprot.org/taxonomy/9606,Protein kinase C iota type
MONDO_0019457,ENSG00000094631,http://purl.uniprot.org/opentargets/ENSG00000163932,http://purl.uniprot.org/uniprot/Q05655,http://purl.uniprot.org/taxonomy/9606,Protein kinase C delta type
MONDO_0019457,ENSG00000116478,http://purl.uniprot.org/opentargets/ENSG00000164692,http://purl.uniprot.org/uniprot/P08123,http://purl.uniprot.org/taxonomy/9606,Collagen alpha-2(I) chain
MONDO_0019457,ENSG00000132155,http://purl.uniprot.org/opentargets/ENSG00000165731,http://purl.uniprot.org/uniprot/P07949,http://purl.uniprot.org/taxonomy/9606,Proto-oncogene tyrosine-protein kinase receptor Ret
MONDO_0019457,ENSG00000108840,http://purl.uniprot.org/opentargets/ENSG00000166501,http://purl.uniprot.org/uniprot/P05771,http://purl.uniprot.org/taxonomy/9606,Protein kinase C beta type
MONDO_0019457,ENSG00000037280,http://purl.uniprot.org/opentargets/ENSG00000167325,http://purl.uniprot.org/uniprot/P23921,http://purl.uniprot.org/taxonomy/9606,Ribonucleoside-diphosphate reductase large subunit
MONDO_0019457,ENSG00000088832,http://purl.uniprot.org/opentargets/ENSG00000167601,http://purl.uniprot.org/uniprot/P30530,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase receptor UFO
MONDO_0019457,ENSG00000100385,http://purl.uniprot.org/opentargets/ENSG00000167986,http://purl.uniprot.org/uniprot/Q16531,http://purl.uniprot.org/taxonomy/9606,DNA damage-binding protein 1
MONDO_0019457,ENSG00000065675,http://purl.uniprot.org/opentargets/ENSG00000169174,http://purl.uniprot.org/uniprot/Q8NBP7,http://purl.uniprot.org/taxonomy/9606,Proprotein convertase subtilisin/kexin type 9
MONDO_0019457,ENSG00000077097,http://purl.uniprot.org/opentargets/ENSG00000169252,http://purl.uniprot.org/uniprot/P07550,http://purl.uniprot.org/taxonomy/9606,Beta-2 adrenergic receptor
MONDO_0019457,ENSG00000105810,http://purl.uniprot.org/opentargets/ENSG00000171132,http://purl.uniprot.org/uniprot/Q02156,http://purl.uniprot.org/taxonomy/9606,Protein kinase C epsilon type
MONDO_0019457,ENSG00000106348,http://purl.uniprot.org/opentargets/ENSG00000171720,http://purl.uniprot.org/uniprot/O15379,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 3
MONDO_0019457,ENSG00000131747,http://purl.uniprot.org/opentargets/ENSG00000171791,http://purl.uniprot.org/uniprot/P10415,http://purl.uniprot.org/taxonomy/9606,Apoptosis regulator Bcl-2
MONDO_0019457,ENSG00000142627,http://purl.uniprot.org/opentargets/ENSG00000175482,http://purl.uniprot.org/uniprot/Q9HCU8,http://purl.uniprot.org/taxonomy/9606,DNA polymerase delta subunit 4
MONDO_0019457,ENSG00000096968,http://purl.uniprot.org/opentargets/ENSG00000176105,http://purl.uniprot.org/uniprot/P07947,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Yes
MONDO_0019457,ENSG00000119772,http://purl.uniprot.org/opentargets/ENSG00000177084,http://purl.uniprot.org/uniprot/Q07864,http://purl.uniprot.org/taxonomy/9606,DNA polymerase epsilon catalytic subunit A
MONDO_0019457,ENSG00000130816,http://purl.uniprot.org/opentargets/ENSG00000182256,http://purl.uniprot.org/uniprot/Q99928,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit gamma-3
MONDO_0019457,ENSG00000171720,http://purl.uniprot.org/opentargets/ENSG00000182866,http://purl.uniprot.org/uniprot/P06239,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Lck
MONDO_0019457,ENSG00000175482,http://purl.uniprot.org/opentargets/ENSG00000186297,http://purl.uniprot.org/uniprot/P31644,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit alpha-5
MONDO_0019457,ENSG00000182866,http://purl.uniprot.org/opentargets/ENSG00000188778,http://purl.uniprot.org/uniprot/P13945,http://purl.uniprot.org/taxonomy/9606,Beta-3 adrenergic receptor
MONDO_0019457,ENSG00000048052,http://purl.uniprot.org/opentargets/ENSG00000196591,http://purl.uniprot.org/uniprot/Q92769,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 2
MONDO_0019457,ENSG00000062822,http://purl.uniprot.org/opentargets/ENSG00000197122,http://purl.uniprot.org/uniprot/P12931,http://purl.uniprot.org/taxonomy/9606,Proto-oncogene tyrosine-protein kinase Src
MONDO_0019457,ENSG00000067606,http://purl.uniprot.org/opentargets/ENSG00000198056,http://purl.uniprot.org/uniprot/P49642,http://purl.uniprot.org/taxonomy/9606,DNA primase small subunit
MONDO_0019457,ENSG00000101868,http://purl.uniprot.org/opentargets/ENSG00000228716,http://purl.uniprot.org/uniprot/P00374,http://purl.uniprot.org/taxonomy/9606,Dihydrofolate reductase
MONDO_0019457,ENSG00000125508,http://purl.uniprot.org/opentargets/ENSG00000254087,http://purl.uniprot.org/uniprot/P07948,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Lyn
MONDO_0019457,ENSG00000128602,http://purl.uniprot.org/opentargets/ENSG00000259207,http://purl.uniprot.org/uniprot/P05106,http://purl.uniprot.org/taxonomy/9606,Integrin beta-3
MONDO_0019457,ENSG00000198056,http://purl.uniprot.org/opentargets/ENSG00000274286,http://purl.uniprot.org/uniprot/P18089,http://purl.uniprot.org/taxonomy/9606,Alpha-2B adrenergic receptor
MONDO_0019457,ENSG00000000938,http://purl.uniprot.org/opentargets/ENSG00000000938,http://purl.uniprot.org/uniprot/P09769,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Fgr
MONDO_0019457,ENSG00000014138,http://purl.uniprot.org/opentargets/ENSG00000001626,http://purl.uniprot.org/uniprot/P13569,http://purl.uniprot.org/taxonomy/9606,Cystic fibrosis transmembrane conductance regulator
MONDO_0019457,ENSG00000163517,http://purl.uniprot.org/opentargets/ENSG00000005844,http://purl.uniprot.org/uniprot/P20701,http://purl.uniprot.org/taxonomy/9606,Integrin alpha-L
MONDO_0019457,ENSG00000184304,http://purl.uniprot.org/opentargets/ENSG00000007312,http://purl.uniprot.org/uniprot/P40259,http://purl.uniprot.org/taxonomy/9606,B-cell antigen receptor complex-associated protein beta chain
MONDO_0019457,ENSG00000188389,http://purl.uniprot.org/opentargets/ENSG00000010610,http://purl.uniprot.org/uniprot/P01730,http://purl.uniprot.org/taxonomy/9606,T-cell surface glycoprotein CD4
MONDO_0019457,ENSG00000157764,http://purl.uniprot.org/opentargets/ENSG00000010810,http://purl.uniprot.org/uniprot/P06241,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Fyn
MONDO_0019457,ENSG00000178035,http://purl.uniprot.org/opentargets/ENSG00000011677,http://purl.uniprot.org/uniprot/P34903,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit alpha-3
MONDO_0019457,ENSG00000196262,http://purl.uniprot.org/opentargets/ENSG00000012779,http://purl.uniprot.org/uniprot/P09917,http://purl.uniprot.org/taxonomy/9606,Polyunsaturated fatty acid 5-lipoxygenase
MONDO_0032928,ENSG00000091831,http://purl.uniprot.org/opentargets/ENSG00000014138,http://purl.uniprot.org/uniprot/Q14181,http://purl.uniprot.org/taxonomy/9606,DNA polymerase alpha subunit B
MONDO_0032928,ENSG00000122025,http://purl.uniprot.org/opentargets/ENSG00000015520,http://purl.uniprot.org/uniprot/Q9UHC9,http://purl.uniprot.org/taxonomy/9606,NPC1-like intracellular cholesterol transporter 1
MONDO_0032928,ENSG00000198851,http://purl.uniprot.org/opentargets/ENSG00000022355,http://purl.uniprot.org/uniprot/P14867,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit alpha-1
MONDO_0032928,ENSG00000113263,http://purl.uniprot.org/opentargets/ENSG00000027075,http://purl.uniprot.org/uniprot/P24723,http://purl.uniprot.org/taxonomy/9606,Protein kinase C eta type
MONDO_0032928,ENSG00000166501,http://purl.uniprot.org/opentargets/ENSG00000069431,http://purl.uniprot.org/uniprot/O60706,http://purl.uniprot.org/taxonomy/9606,ATP-binding cassette sub-family C member 9
MONDO_0032928,ENSG00000196569,http://purl.uniprot.org/opentargets/ENSG00000070915,http://purl.uniprot.org/uniprot/P55017,http://purl.uniprot.org/taxonomy/9606,Solute carrier family 12 member 3
MONDO_0032928,ENSG00000101336,http://purl.uniprot.org/opentargets/ENSG00000073756,http://purl.uniprot.org/uniprot/P35354,http://purl.uniprot.org/taxonomy/9606,Prostaglandin G/H synthase 2
MONDO_0032928,ENSG00000254087,http://purl.uniprot.org/opentargets/ENSG00000082701,http://purl.uniprot.org/uniprot/P49841,http://purl.uniprot.org/taxonomy/9606,Glycogen synthase kinase-3 beta
MONDO_0032928,ENSG00000007312,http://purl.uniprot.org/opentargets/ENSG00000090266,http://purl.uniprot.org/uniprot/O95178,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial"
MONDO_0032928,ENSG00000157404,http://purl.uniprot.org/opentargets/ENSG00000091831,http://purl.uniprot.org/uniprot/P03372,http://purl.uniprot.org/taxonomy/9606,Estrogen receptor
MONDO_0032928,ENSG00000177663,http://purl.uniprot.org/opentargets/ENSG00000097007,http://purl.uniprot.org/uniprot/P00519,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase ABL1
MONDO_0032928,ENSG00000105383,http://purl.uniprot.org/opentargets/ENSG00000100385,http://purl.uniprot.org/uniprot/P14784,http://purl.uniprot.org/taxonomy/9606,Interleukin-2 receptor subunit beta
MONDO_0032928,ENSG00000160255,http://purl.uniprot.org/opentargets/ENSG00000101076,http://purl.uniprot.org/uniprot/P41235,http://purl.uniprot.org/taxonomy/9606,Hepatocyte nuclear factor 4-alpha
MONDO_0032928,ENSG00000160654,http://purl.uniprot.org/opentargets/ENSG00000101336,http://purl.uniprot.org/uniprot/P08631,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase HCK
MONDO_0032928,ENSG00000097007,http://purl.uniprot.org/opentargets/ENSG00000102468,http://purl.uniprot.org/uniprot/P28223,http://purl.uniprot.org/taxonomy/9606,5-hydroxytryptamine receptor 2A
MONDO_0032928,ENSG00000110944,http://purl.uniprot.org/opentargets/ENSG00000104267,http://purl.uniprot.org/uniprot/P00918,http://purl.uniprot.org/taxonomy/9606,Carbonic anhydrase 2
MONDO_0032928,ENSG00000148229,http://purl.uniprot.org/opentargets/ENSG00000105383,http://purl.uniprot.org/uniprot/P20138,http://purl.uniprot.org/taxonomy/9606,Myeloid cell surface antigen CD33
MONDO_0032928,ENSG00000162434,http://purl.uniprot.org/opentargets/ENSG00000105639,http://purl.uniprot.org/uniprot/P52333,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase JAK3
MONDO_0032928,ENSG00000167286,http://purl.uniprot.org/opentargets/ENSG00000105810,http://purl.uniprot.org/uniprot/Q00534,http://purl.uniprot.org/taxonomy/9606,Cyclin-dependent kinase 6
MONDO_0032928,ENSG00000010810,http://purl.uniprot.org/opentargets/ENSG00000109390,http://purl.uniprot.org/uniprot/O43677,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial"
MONDO_0032928,ENSG00000027075,http://purl.uniprot.org/opentargets/ENSG00000110799,http://purl.uniprot.org/uniprot/P04275,http://purl.uniprot.org/taxonomy/9606,von Willebrand factor
MONDO_0032928,ENSG00000010610,http://purl.uniprot.org/opentargets/ENSG00000110944,http://purl.uniprot.org/uniprot/Q9NPF7,http://purl.uniprot.org/taxonomy/9606,Interleukin-23 subunit alpha
MONDO_0032928,ENSG00000168542,http://purl.uniprot.org/opentargets/ENSG00000111424,http://purl.uniprot.org/uniprot/P11473,http://purl.uniprot.org/taxonomy/9606,Vitamin D3 receptor
MONDO_0032928,ENSG00000001626,http://purl.uniprot.org/opentargets/ENSG00000112033,http://purl.uniprot.org/uniprot/Q03181,http://purl.uniprot.org/taxonomy/9606,Peroxisome proliferator-activated receptor delta
MONDO_0032928,ENSG00000100385,http://purl.uniprot.org/opentargets/ENSG00000112115,http://purl.uniprot.org/uniprot/Q16552,http://purl.uniprot.org/taxonomy/9606,Interleukin-17A
