radboudsource,sourceguid,target,targetguid
CHEMBL1201746,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201746,ENSG00000228716,http://purl.uniprot.org/uniprot/P40238
CHEMBL1231,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1231,ENSG00000133019,http://purl.uniprot.org/uniprot/P10600
CHEMBL1231,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1231,ENSG00000181072,http://purl.uniprot.org/uniprot/P02462
CHEMBL3545185,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3545185,ENSG00000082898,http://purl.uniprot.org/uniprot/P35968
CHEMBL4524066,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4524066,ENSG00000112164,http://purl.uniprot.org/uniprot/P06280
CHEMBL468,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL468,ENSG00000113851,http://purl.uniprot.org/uniprot/P08887
CHEMBL468,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL468,ENSG00000100387,http://purl.uniprot.org/uniprot/P19971
CHEMBL468,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL468,ENSG00000167986,http://purl.uniprot.org/uniprot/P48443
CHEMBL468,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL468,ENSG00000139842,http://purl.uniprot.org/uniprot/P01258
CHEMBL471737,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL471737,ENSG00000138622,http://purl.uniprot.org/uniprot/O94806
CHEMBL524,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL524,ENSG00000120907,http://purl.uniprot.org/uniprot/O43924
CHEMBL524,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL524,ENSG00000170214,http://purl.uniprot.org/uniprot/P10912
CHEMBL524,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL524,ENSG00000171873,http://purl.uniprot.org/uniprot/P18545
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000106628,http://purl.uniprot.org/uniprot/P01589
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000100479,http://purl.uniprot.org/uniprot/P05107
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000146143,http://purl.uniprot.org/uniprot/P02679
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000077514,http://purl.uniprot.org/uniprot/Q07864
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000167325,http://purl.uniprot.org/uniprot/P24043
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000148229,http://purl.uniprot.org/uniprot/Q13621
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000177084,http://purl.uniprot.org/uniprot/P15538
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000175482,http://purl.uniprot.org/uniprot/Q13621
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000062822,http://purl.uniprot.org/uniprot/P12111
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000101868,http://purl.uniprot.org/uniprot/P14784
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000198056,http://purl.uniprot.org/uniprot/P29597
CHEMBL888,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL888,ENSG00000014138,http://purl.uniprot.org/uniprot/P35498
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000273079,http://purl.uniprot.org/uniprot/P42261
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000168356,http://purl.uniprot.org/uniprot/P16499
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000198785,http://purl.uniprot.org/uniprot/P36888
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000144285,http://purl.uniprot.org/uniprot/P23415
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000176884,http://purl.uniprot.org/uniprot/P02679
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000183873,http://purl.uniprot.org/uniprot/P12109
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000103546,http://purl.uniprot.org/uniprot/P25116
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000196876,http://purl.uniprot.org/uniprot/Q13370
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000183454,http://purl.uniprot.org/uniprot/P30531
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000185313,http://purl.uniprot.org/uniprot/P12821
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000105464,http://purl.uniprot.org/uniprot/O00483
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000136531,http://purl.uniprot.org/uniprot/P03923
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000116032,http://purl.uniprot.org/uniprot/P29400
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000153253,http://purl.uniprot.org/uniprot/P10912
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000007314,http://purl.uniprot.org/uniprot/O15230
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000136546,http://purl.uniprot.org/uniprot/Q13547
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000169432,http://purl.uniprot.org/uniprot/P48549
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000196639,http://purl.uniprot.org/uniprot/P47870
CHEMBL900,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL900,ENSG00000161509,http://purl.uniprot.org/uniprot/P08572
CHEMBL1091,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1091,ENSG00000113580,http://purl.uniprot.org/uniprot/P60880
CHEMBL117287,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL117287,ENSG00000164270,http://purl.uniprot.org/uniprot/P22607
CHEMBL1201827,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201827,ENSG00000146648,http://purl.uniprot.org/uniprot/P07942
CHEMBL1336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1336,ENSG00000102755,http://purl.uniprot.org/uniprot/P22607
CHEMBL1336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1336,ENSG00000122025,http://purl.uniprot.org/uniprot/P09619
CHEMBL1336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1336,ENSG00000113721,http://purl.uniprot.org/uniprot/P53420
CHEMBL1336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1336,ENSG00000165731,http://purl.uniprot.org/uniprot/Q9Y233
CHEMBL1336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1336,ENSG00000157404,http://purl.uniprot.org/uniprot/P09619
CHEMBL1336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1336,ENSG00000128052,http://purl.uniprot.org/uniprot/P06881
CHEMBL1336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1336,ENSG00000132155,http://purl.uniprot.org/uniprot/Q9UQD0
CHEMBL1336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1336,ENSG00000037280,http://purl.uniprot.org/uniprot/Q03181
CHEMBL1336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1336,ENSG00000157764,http://purl.uniprot.org/uniprot/P54760
CHEMBL267936,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL267936,ENSG00000117971,http://purl.uniprot.org/uniprot/P11473
CHEMBL267936,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL267936,ENSG00000080644,http://purl.uniprot.org/uniprot/P13866
CHEMBL3137320,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3137320,ENSG00000129484,http://purl.uniprot.org/uniprot/Q9H244
CHEMBL3137320,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3137320,ENSG00000143799,http://purl.uniprot.org/uniprot/Q99062
CHEMBL553,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL553,ENSG00000146648,http://purl.uniprot.org/uniprot/P07942
CHEMBL762,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL762,ENSG00000120907,http://purl.uniprot.org/uniprot/O43924
CHEMBL762,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL762,ENSG00000170214,http://purl.uniprot.org/uniprot/P10912
CHEMBL762,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL762,ENSG00000184160,http://purl.uniprot.org/uniprot/P01137
CHEMBL762,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL762,ENSG00000171873,http://purl.uniprot.org/uniprot/P18545
CHEMBL762,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL762,ENSG00000150594,http://purl.uniprot.org/uniprot/P35499
CHEMBL762,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL762,ENSG00000274286,http://purl.uniprot.org/uniprot/P00439
CHEMBL87493,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL87493,ENSG00000147246,http://purl.uniprot.org/uniprot/P06213
CHEMBL87493,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL87493,ENSG00000147955,http://purl.uniprot.org/uniprot/P15692
CHEMBL87493,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL87493,ENSG00000179546,http://purl.uniprot.org/uniprot/Q15858
CHEMBL940,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL940,ENSG00000153956,http://purl.uniprot.org/uniprot/P37088
CHEMBL979,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL979,ENSG00000022355,http://purl.uniprot.org/uniprot/P11511
CHEMBL979,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL979,ENSG00000145864,http://purl.uniprot.org/uniprot/Q05513
CHEMBL979,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL979,ENSG00000166206,http://purl.uniprot.org/uniprot/P08514
CHEMBL979,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL979,ENSG00000011677,http://purl.uniprot.org/uniprot/P51787
CHEMBL979,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL979,ENSG00000145863,http://purl.uniprot.org/uniprot/P55017
CHEMBL979,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL979,ENSG00000163288,http://purl.uniprot.org/uniprot/P12821
CHEMBL979,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL979,ENSG00000186297,http://purl.uniprot.org/uniprot/P61812
CHEMBL979,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL979,ENSG00000109158,http://purl.uniprot.org/uniprot/P23219
CHEMBL979,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL979,ENSG00000151834,http://purl.uniprot.org/uniprot/Q16445
CHEMBL112,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL112,ENSG00000073756,http://purl.uniprot.org/uniprot/P14778
CHEMBL112,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL112,ENSG00000095303,http://purl.uniprot.org/uniprot/P10253
CHEMBL112,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL112,ENSG00000196689,http://purl.uniprot.org/uniprot/P40238
CHEMBL112,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL112,ENSG00000117480,http://purl.uniprot.org/uniprot/O60840
CHEMBL1201486,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201486,ENSG00000168356,http://purl.uniprot.org/uniprot/P16499
CHEMBL1201486,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201486,ENSG00000144285,http://purl.uniprot.org/uniprot/P23415
CHEMBL1201486,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201486,ENSG00000183873,http://purl.uniprot.org/uniprot/P12109
CHEMBL1201486,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201486,ENSG00000196876,http://purl.uniprot.org/uniprot/Q13370
CHEMBL1201486,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201486,ENSG00000185313,http://purl.uniprot.org/uniprot/P12821
CHEMBL1201486,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201486,ENSG00000136531,http://purl.uniprot.org/uniprot/P03923
CHEMBL1201486,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201486,ENSG00000153253,http://purl.uniprot.org/uniprot/P10912
CHEMBL1201486,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201486,ENSG00000007314,http://purl.uniprot.org/uniprot/O15230
CHEMBL1201486,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201486,ENSG00000136546,http://purl.uniprot.org/uniprot/Q13547
CHEMBL1201486,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201486,ENSG00000169432,http://purl.uniprot.org/uniprot/P48549
CHEMBL21731,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL21731,ENSG00000103546,http://purl.uniprot.org/uniprot/P25116
CHEMBL30,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL30,ENSG00000113749,http://purl.uniprot.org/uniprot/O60706
CHEMBL3545131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3545131,ENSG00000004468,http://purl.uniprot.org/uniprot/Q07869
CHEMBL567,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL567,ENSG00000149295,http://purl.uniprot.org/uniprot/P00533
CHEMBL570,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL570,ENSG00000149295,http://purl.uniprot.org/uniprot/P00533
CHEMBL1201284,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201284,ENSG00000036828,http://purl.uniprot.org/uniprot/P02462
CHEMBL1201460,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201460,ENSG00000117601,http://purl.uniprot.org/uniprot/P56524
CHEMBL1201666,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201666,ENSG00000180210,http://purl.uniprot.org/uniprot/P14867
CHEMBL1201749,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201749,ENSG00000113580,http://purl.uniprot.org/uniprot/P60880
CHEMBL1237132,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1237132,ENSG00000151067,http://purl.uniprot.org/uniprot/Q71U36
CHEMBL1237132,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1237132,ENSG00000157388,http://purl.uniprot.org/uniprot/P29317
CHEMBL1237132,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1237132,ENSG00000102001,http://purl.uniprot.org/uniprot/P35354
CHEMBL1237132,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1237132,ENSG00000081248,http://purl.uniprot.org/uniprot/Q9UM73
CHEMBL1484,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1484,ENSG00000151067,http://purl.uniprot.org/uniprot/Q71U36
CHEMBL1484,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1484,ENSG00000157388,http://purl.uniprot.org/uniprot/P29317
CHEMBL1484,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1484,ENSG00000102001,http://purl.uniprot.org/uniprot/P35354
CHEMBL1484,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1484,ENSG00000081248,http://purl.uniprot.org/uniprot/Q9UM73
CHEMBL1504,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1504,ENSG00000113580,http://purl.uniprot.org/uniprot/P60880
CHEMBL1580,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1580,ENSG00000196839,http://purl.uniprot.org/uniprot/P14416
CHEMBL1581,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1581,ENSG00000159640,http://purl.uniprot.org/uniprot/P28222
CHEMBL17,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL17,ENSG00000104267,http://purl.uniprot.org/uniprot/P41180
CHEMBL17,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL17,ENSG00000133742,http://purl.uniprot.org/uniprot/P21802
CHEMBL17,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL17,ENSG00000167434,http://purl.uniprot.org/uniprot/P47901
CHEMBL17,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL17,ENSG00000074410,http://purl.uniprot.org/uniprot/P00750
CHEMBL1742996,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1742996,ENSG00000177663,http://purl.uniprot.org/uniprot/P27487
CHEMBL2108222,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108222,ENSG00000073756,http://purl.uniprot.org/uniprot/P14778
CHEMBL2108222,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108222,ENSG00000095303,http://purl.uniprot.org/uniprot/P10253
CHEMBL2336071,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2336071,ENSG00000170989,http://purl.uniprot.org/uniprot/P05107
CHEMBL3286830,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3286830,ENSG00000143924,http://purl.uniprot.org/uniprot/Q15910
CHEMBL3286830,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3286830,ENSG00000171094,http://purl.uniprot.org/uniprot/Q13547
CHEMBL3301587,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3301587,ENSG00000120217,http://purl.uniprot.org/uniprot/P07948
CHEMBL521686,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL521686,ENSG00000129484,http://purl.uniprot.org/uniprot/Q9H244
CHEMBL521686,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL521686,ENSG00000143799,http://purl.uniprot.org/uniprot/Q99062
CHEMBL521686,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL521686,ENSG00000041880,http://purl.uniprot.org/uniprot/P62942
CHEMBL70,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL70,ENSG00000112038,http://purl.uniprot.org/uniprot/P02679
CHEMBL1051,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1051,ENSG00000122420,http://purl.uniprot.org/uniprot/P13866
CHEMBL1201185,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201185,ENSG00000180616,http://purl.uniprot.org/uniprot/Q16832
CHEMBL1201185,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201185,ENSG00000162009,http://purl.uniprot.org/uniprot/P51787
CHEMBL1201476,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201476,ENSG00000117601,http://purl.uniprot.org/uniprot/P56524
CHEMBL1286,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1286,ENSG00000159164,http://purl.uniprot.org/uniprot/P51787
CHEMBL1286,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1286,ENSG00000148408,http://purl.uniprot.org/uniprot/Q13751
CHEMBL1433,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1433,ENSG00000137745,http://purl.uniprot.org/uniprot/P09769
CHEMBL1433,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1433,ENSG00000118113,http://purl.uniprot.org/uniprot/P31639
CHEMBL1433,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1433,ENSG00000196611,http://purl.uniprot.org/uniprot/P01579
CHEMBL1433,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1433,ENSG00000137673,http://purl.uniprot.org/uniprot/P61073
CHEMBL2108147,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108147,ENSG00000122194,http://purl.uniprot.org/uniprot/P51787
CHEMBL218490,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL218490,ENSG00000104267,http://purl.uniprot.org/uniprot/P41180
CHEMBL259209,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL259209,ENSG00000103546,http://purl.uniprot.org/uniprot/P25116
CHEMBL259209,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL259209,ENSG00000108576,http://purl.uniprot.org/uniprot/P10275
CHEMBL404108,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL404108,ENSG00000073756,http://purl.uniprot.org/uniprot/P14778
CHEMBL434394,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL434394,ENSG00000043591,http://purl.uniprot.org/uniprot/P00533
CHEMBL434394,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL434394,ENSG00000169252,http://purl.uniprot.org/uniprot/Q01955
CHEMBL450,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL450,ENSG00000145864,http://purl.uniprot.org/uniprot/Q05513
CHEMBL450,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL450,ENSG00000166206,http://purl.uniprot.org/uniprot/P08514
CHEMBL450,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL450,ENSG00000163288,http://purl.uniprot.org/uniprot/P12821
CHEMBL464,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL464,ENSG00000204231,http://purl.uniprot.org/uniprot/P49840
CHEMBL464,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL464,ENSG00000077092,http://purl.uniprot.org/uniprot/P03372
CHEMBL464,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL464,ENSG00000131759,http://purl.uniprot.org/uniprot/P25391
CHEMBL464,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL464,ENSG00000143171,http://purl.uniprot.org/uniprot/O95477
CHEMBL464,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL464,ENSG00000172819,http://purl.uniprot.org/uniprot/P21964
CHEMBL464,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL464,ENSG00000186350,http://purl.uniprot.org/uniprot/P15121
CHEMBL589586,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL589586,ENSG00000079999,http://purl.uniprot.org/uniprot/Q02643
CHEMBL750,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL750,ENSG00000168356,http://purl.uniprot.org/uniprot/P16499
CHEMBL750,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL750,ENSG00000144285,http://purl.uniprot.org/uniprot/P23415
CHEMBL750,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL750,ENSG00000183873,http://purl.uniprot.org/uniprot/P12109
CHEMBL750,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL750,ENSG00000196876,http://purl.uniprot.org/uniprot/Q13370
CHEMBL750,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL750,ENSG00000185313,http://purl.uniprot.org/uniprot/P12821
CHEMBL750,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL750,ENSG00000136531,http://purl.uniprot.org/uniprot/P03923
CHEMBL750,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL750,ENSG00000153253,http://purl.uniprot.org/uniprot/P10912
CHEMBL750,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL750,ENSG00000007314,http://purl.uniprot.org/uniprot/O15230
CHEMBL750,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL750,ENSG00000136546,http://purl.uniprot.org/uniprot/Q13547
CHEMBL750,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL750,ENSG00000169432,http://purl.uniprot.org/uniprot/P48549
CHEMBL917,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL917,ENSG00000176890,http://purl.uniprot.org/uniprot/P01258
CHEMBL981,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL981,ENSG00000186951,http://purl.uniprot.org/uniprot/Q03181
CHEMBL1200878,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200878,ENSG00000113580,http://purl.uniprot.org/uniprot/P60880
CHEMBL1201139,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201139,ENSG00000082175,http://purl.uniprot.org/uniprot/P11532
CHEMBL1201173,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201173,ENSG00000113580,http://purl.uniprot.org/uniprot/P60880
CHEMBL1201833,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201833,ENSG00000232810,http://purl.uniprot.org/uniprot/P30531
CHEMBL1513,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1513,ENSG00000144891,http://purl.uniprot.org/uniprot/P00797
CHEMBL1518,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1518,ENSG00000115705,http://purl.uniprot.org/uniprot/P22888
CHEMBL1518,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1518,ENSG00000211452,http://purl.uniprot.org/uniprot/Q9Y233
CHEMBL1536,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1536,ENSG00000111424,http://purl.uniprot.org/uniprot/P30968
CHEMBL1615438,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1615438,ENSG00000196639,http://purl.uniprot.org/uniprot/P47870
CHEMBL2103758,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2103758,ENSG00000004948,http://purl.uniprot.org/uniprot/P19793
CHEMBL2107831,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2107831,ENSG00000117400,http://purl.uniprot.org/uniprot/P07949
CHEMBL649,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL649,ENSG00000043591,http://purl.uniprot.org/uniprot/P00533
CHEMBL649,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL649,ENSG00000169252,http://purl.uniprot.org/uniprot/Q01955
CHEMBL728,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL728,ENSG00000149295,http://purl.uniprot.org/uniprot/P00533
CHEMBL782,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL782,ENSG00000006071,http://purl.uniprot.org/uniprot/Q01668
CHEMBL782,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL782,ENSG00000187486,http://purl.uniprot.org/uniprot/P22748
CHEMBL818,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL818,ENSG00000103546,http://purl.uniprot.org/uniprot/P25116
CHEMBL832,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL832,ENSG00000197891,http://purl.uniprot.org/uniprot/P01584
CHEMBL957,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL957,ENSG00000151617,http://purl.uniprot.org/uniprot/P02462
